FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2013
30/01/2013,CAUCA,PIAMONTE,Miércoles,9:00,"VDA, EL JARDIN",RURAL,VIAS PUBLICAS,NO REPORTADA,VEHICULO,VEHICULO,NO REPORTADA,MASCULINO,CASADO,INDEPENDIENTE,INGENIERO CIVIL,SUPERIOR,COLOMBIA,"76,364,000",1
30/01/2013,CAUCA,PIAMONTE,Miércoles,9:00,"VDA, EL JARDIN",RURAL,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,A PIE,NO REPORTADA,MASCULINO,SOLTERO,INDEPENDIENTE,TOPOGRAFO,SUPERIOR,COLOMBIA,"52,079,000",1
30/01/2013,CAUCA,PIAMONTE,Miércoles,9:00,"VDA, EL JARDIN",RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,VEHICULO,NO REPORTADA,MASCULINO,SOLTERO,INDEPENDIENTE,INGENIERO,SUPERIOR,COLOMBIA,"19,001,000",1
31/01/2013,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:30,ENTRERIOS E-12,URBANA,VIAS PUBLICAS,NO REPORTADA,VEHICULO,A PIE,32,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"50,006,000",1
31/01/2013,TOLIMA,LÍBANO,Jueves,23:00,VRDA. LAS AMERICAS,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,NO REPORTADA,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"76,109,000",1
03/02/2013 12:00:00 AM,PUTUMAYO,ORITO,Domingo,15:00,VDA. SIBERIA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,VEHICULO,29,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"54,261,000",1
03/02/2013 12:00:00 AM,PUTUMAYO,ORITO,Domingo,15:00,VDA. SIBERIA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,109,000",1
04/02/2013 12:00:00 AM,VALLE,CALI (CT),Lunes,13:00,LAUREANO GOMEZ E15,URBANA,COMPRAVENTA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,109,000",1
06/02/2013 12:00:00 AM,SANTANDER,LA PAZ,Miércoles,6:00,VRDA CASAS BLANCAS,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,20,FEMENINO,SOLTERO,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"44,001,000",1
08/02/2013 12:00:00 AM,BOYACÁ,CHIQUINQUIRÁ,Viernes,11:29,BARRIO LOS SAUCES,URBANA,CASAS DE HABITACION,NO REPORTADA,A PIE,A PIE,39,FEMENINO,CASADO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"23,466,000",1
09/02/2013 12:00:00 AM,CASANARE,VILLANUEVA,Sábado,16:20,-,RURAL,VIAS PUBLICAS,NO REPORTADA,A PIE,A PIE,47,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"13,600,000",1
12/02/2013 12:00:00 AM,CASANARE,YOPAL (CT),Martes,14:30,EL GAVAN,URBANA,CASAS DE HABITACION,NO REPORTADA,A PIE,A PIE,0,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADO,COLOMBIA,"19,022,000",1
14/02/2013,ANTIOQUIA,BETANIA,Jueves,6:00,LOS AGUACATES,RURAL,FINCAS Y SIMILARES,NO REPORTADA,CONDUCTOR MOTOCICLETA,A PIE,17,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,548,000",1
15/02/2013,PUTUMAYO,SIBUNDOY,Viernes,17:00,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,VEHICULO,71,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"86,885,000",1
19/02/2013,VALLE,RIOFRÍO,Martes,7:30,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,VEHICULO,11,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"86,885,000",1
23/02/2013,CESAR,GONZÁLEZ,Sábado,11:30,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,47,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"27,001,000",1
23/02/2013,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,13:20,INVASION JUAN PABLO SEGUNDO (BELEN),URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,5,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"27,001,000",1
23/02/2013,CHOCÓ,CONDOTO,Sábado,14:00,-,URBANA,TRANSPORTE FLUVIAL,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"27,001,000",1
23/02/2013,CAUCA,POPAYÁN (CT),Sábado,22:30,VDA RIO BLANCO NORTE,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,VEHICULO,41,MASCULINO,CASADO,EMPLEADO PUBLICO,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"19,455,000",1
25/02/2013,CASANARE,YOPAL (CT),Lunes,17:20,-,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,VEHICULO,27,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,455,000",1
25/02/2013,VALLE,CALI (CT),Lunes,20:00,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,A PIE,38,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"73,861,000",1
26/02/2013,RISARALDA,PEREIRA (CT),Martes,14:30,CIUDADELA TOKIO,URBANA,"COLEGIOS, ESCUELAS",ARMA DE FUEGO,VEHICULO,VEHICULO,2,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"50,325,000",1
26/02/2013,VALLE,TRUJILLO,Martes,13:00,VDA. RIO CHIQUITTO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,NO REPORTADA,MASCULINO,UNION LIBRE,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"81,794,000",1
26/02/2013,ANTIOQUIA,SANTA ROSA DE OSOS,Martes,16:30,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"81,794,000",1
27/02/2013,META,VILLAVICENCIO (CT),Miércoles,15:10,LLANABASTOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,VEHICULO,38,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,720,000",1
27/02/2013,CUNDINAMARCA,SUESCA,Miércoles,17:30,-,URBANA,VIAS PUBLICAS,NO REPORTADA,CONDUCTOR BUS,A PIE,2,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"85,440,000",1
01/03/2013 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Viernes,12:30,JARDIN SANTANDER,URBANA,FRENTE A COLEGIO NO REPORTADA VIA PUBLICA,NO REPORTADA,VEHICULO,A PIE,11,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"81,001,000",1
02/03/2013 12:00:00 AM,NORTE DE SANTANDER,OCAÑA,Sábado,16:39,BARRIO SAN JOSE (EL MERCADO),URBANA,PLAZAS DE MERCADO,NO REPORTADA,VEHICULO,A PIE,36,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"81,001,000",1
03/03/2013 12:00:00 AM,ARAUCA,SARAVENA,Domingo,18:00,VEREDA PUERTO NARIÑO,URBANA,VIAS PUBLICAS,NO REPORTADA,VEHICULO,A PIE,31,FEMENINO,DIVORCIADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"73,148,000",1
03/03/2013 12:00:00 AM,ARAUCA,SARAVENA,Domingo,18:00,VEREDA PUERTO NARIÑO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,NO REPORTADA,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"70,473,000",1
03/03/2013 12:00:00 AM,ARAUCA,SARAVENA,Domingo,18:00,VEREDA PUERTO NARIÑO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,400,000",1
04/03/2013 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Lunes,10:00,-,URBANA,TIPO EXPLOTACIÓN ORO,ARMA DE FUEGO,VEHICULO,VEHICULO,38,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"11,001,000",1
