Departamento,Municipio, L.1 Transparencia,L.2 Colaboración,L.3 Participación, Promedio indicadores de proceso TIC para Gobierno abierto,RC1.Porcentaje de conjuntos de datos abiertos estratégicos publicados,Número de aplicaciones o de publicaciones generadas a partir de datos abiertos,Número de soluciones implementadas a colaboracion que hacen uso de medios electrónicos,Porcentaje de ejercicios de consulta o toma de decisiones  en los que se hizo uso de medios electrónicos,Promedio indicadores de resultado TIC para Gobierno abierto,Gobierno abierto,Porcentaje de trámites y servicios en línea que cuentan con caracterización de los usuarios,Porcentaje de trámites y servicios en línea que cumplen los criterios de accesibilidad,Porcentaje de trámites y servicios en línea  que cumplen los criterios de usabilidad,Porcentaje de trámites y servicios en línea que fueron promocionados,L.4 Servicios centrados en el usuario,"Cuenta con un sistema web para la recepción, trámite y respuesta de PQRD","Cuenta con un sistema móvil para la recepción, trámite y respuesta de PQRD",Cuenta con un sistema integrado  de PQRD, L.5 Sistema integrado de PQRD,Porcentaje de certificaciones y constancias disponibles en línea,Porcentaje de trámites y servicios disponibles en línea,Porcentaje de trámites y servicios en línea integrados a alguna ventanilla única, L.6 Trámites y servicios en línea,Promedio indicadores de proceso TIC para Servicios ,Satisfacción con los trámites y servicios en línea,Porcentaje de transacciones en línea,Promedio indicadores de resultado TIC para Servicios,TIC para servicios,Cumpliento del plan estratégico de TI,Cumplimiento con el alcance del plan estratégico ,Cumplimiento con el monitoreo y evaluación de la estrategia de TI,Cumplimiento con el catálogo de servicios de TI,Cumplimiento con el direccionamiento estratégico de TI,L.7 Estratégia de TI,Cumplimiento con el esquema de gobierno de TI,Cumplimiento con la optimización de  compras públicas  de TI,Cumplimiento en la aplicación de buenas prácticas para la gerencia de proyectos TI,Cumplimiento con la transferencia de conocimiento por parte de proveedores,L.8 Gobierno de TI,Cumplimiento de gestión de componentes de información,"Catálogo de componentes de información (datos, información, servicios y flujos de información.",Plataforma de Interoperabilidad.,"Mecanismos  de aseguramiento, control, inspección y             mejoramiento de la calidad de los componentes de información",L.9 Información,Cumplimiento con la gestión derechos de autor,Cumplimiento con las recomendaciones de estilo y Usabilidad,Cumplimiento de los sistemas de información con la apertura de datos,Cumplimiento con el ciclo de vida de los sistemas de información,Cumplimiento con el seguimiento a etapas del ciclo de vida,"Auditoría, seguridad, privacidad y trazabilidad de los sistemas de información",L.10 Sistemas de Información,Cumplimiento con la arquitectura de servicios ,Cumplimiento con la metodología para adquisión de servicios tecnológicos,Cumplimiento con el programa de disposición final de residuos tecnológicos,Cumplimiento con mecanismos de monitoreo de los servicios tecnológicos,Cumplimiento con el soporte y mantenimiento de los servicios tecnológicos,Cumplimiento con la gestión de la calidad y seguridad de servicios tecnológicos ,L.11 Servicios Técnologicos,Cumplimiento de la estrategia de uso y apropiación ,L.12 Uso y apropiación,Cumplimiento con la iniciativa de uso eficiente del papel,Cumplimiento con la gestión de documentos electrónicos,Cumplimiento con la automatización de procesos y procedimientos internos,L.13 Capacidades institucionales,Promedio Indicadores de proceso TIC para la Gestión,RC3.1*,RC3.2*,RC3.3*,RC3.4*,RC3.5*,RC3.6*,Promedio indicadores de resultado TIC para la Gestión*,TIC para la Gestión TI,Diagnostico Seguridad y Privacidad de la Información,La entidad establece y documenta las  políticas del MSPI.,"La entidad establece procedimientos, roles y responsabilidades dentro del MSPI",La entidad realiza el inventario de activos de información,La entidad gestiona los riesgos de seguridad y privacidad de la información.,"La entidad genera planes de comunicación, sensibilización y capacitación en seguridad de la información",L. 14Definición del marco de seguridad y privacidad de la información y de los sistemas de información,Debilidades de Implementación en el MSPI,La entidad implementa el plan de tratamiento de riesgos de seguridad y privacidad de la información,Se divulga y capacita a los funcionarios sobre las temáticas del modelo de gestión de seguridad de la información establecido para la entidad,TL15 Implementación del plan de seguridad y privacidad de la información y de los sistemas de información,"La entidad cuenta con actividades para el seguimiento, medición, análisis y evaluación del desempeño de la seguridad y privacidad con el fin de generar los ajustes o cambios pertinentes y oportunos.",La entidad revisa e implementa acciones de mejora continua que garanticen el cumplimiento del plan de seguridad y privacidad de la Información.,L16Monitoreo y mejoramiento continuo,Promedio indicadores de proceso Seguridad y Privacidad de la Información,R4.1 dentificación de activos críticos de información*,R4.2 Gestión vulnerabilidades*,R4.3 Remediación *,Promedio indicadores de resultado Seguridad y Privacidad de la Información*,Seguridad y Privacidad de la Información,ÍNDICE GEL
Santander,Aguada,43,0,100,48,0,0,0,0,0,24,0,100,100,100,75,100,100,0,67,0,75,100,58,67,75,0,38,52,0,0,0,50,0,10,17,0,0,100,29,30,0,100,17,37,0,25,0,25,30,50,22,50,50,0,0,67,0,28,60,60,50,25,0,25,30,0,0,0,0,0,0,0,15,0,58,0,13,21,50,24,20,50,100,57,13,100,56,46,0,NA,NA,0,23,28
Santander,Simacota,37,0,0,12,0,0,0,0,0,6,0,0,0,0,0,100,0,100,67,75,100,75,83,50,100,100,100,75,70,33,30,50,0,37,0,0,0,100,25,0,0,100,0,25,0,0,0,0,0,0,0,50,50,0,0,67,0,28,0,0,50,50,100,67,26,50,0,0,0,0,100,25,25,0,8,0,13,0,63,14,0,0,100,33,0,100,50,32,0,NA,0,0,16,31
Santander,Albania,74,100,100,91,100,100,100,100,100,96,0,100,100,100,75,100,100,100,100,0,100,0,33,69,55,100,78,73,70,67,30,50,40,51,17,0,100,0,29,30,25,100,17,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,100,0,0,0,0,25,21,50,83,0,0,21,38,32,0,25,0,8,13,100,56,32,0,NA,NA,0,16,52
Santander,Santa Helena del Opón,20,0,100,40,0,0,0,0,0,20,0,0,0,0,0,100,0,100,67,75,100,0,58,42,100,100,100,71,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,25,0,0,100,0,0,50,25,0,50,0,0,0,0,8,50,50,83,25,0,36,21,0,0,0,0,0,100,17,19,0,0,0,38,0,0,6,0,25,0,8,0,0,0,5,0,NA,NA,0,2,28
Santander,Aratoca,88,100,100,96,100,0,100,100,75,86,50,50,50,100,63,100,100,0,67,100,100,100,100,76,100,70,85,81,0,0,0,0,40,8,100,0,100,100,75,30,25,100,50,51,0,0,0,75,0,100,29,0,50,100,0,100,67,53,60,60,100,100,75,92,53,0,29,100,100,100,100,71,62,0,100,0,63,21,50,39,0,0,100,33,0,100,50,41,0,NA,NA,0,20,62
Sucre,Colosó,35,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1
Santander,Santa Bárbara,27,0,0,9,0,0,0,0,0,5,0,0,0,0,0,100,100,100,100,100,75,100,92,64,0,100,50,57,0,0,0,0,40,8,0,0,100,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,17,25,75,39,11,0,0,0,0,0,100,17,14,0,8,0,0,8,0,3,0,0,0,0,0,0,0,1,0,NA,NA,0,0,19
Santander,Barbosa,55,0,100,52,0,0,0,100,25,38,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,10,0,0,50,75,0,42,7,0,0,100,100,0,100,50,29,50,8,0,13,21,13,17,20,13,0,11,0,0,0,9,0,50,0,17,13,23
Santander,San Vicente de Chucurí,80,0,100,60,100,0,0,100,50,55,0,0,0,0,0,100,100,0,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,50,100,25,100,0,46,0,0,83,75,0,53,16,0,0,11,0,0,0,2,9,0,83,0,38,4,13,23,0,25,0,8,0,0,0,10,0,NA,0,0,5,20
Santander,Suratá,49,100,100,83,0,100,100,0,50,67,0,0,0,0,0,100,0,100,67,0,100,100,67,44,50,0,25,35,0,0,0,0,0,0,0,0,0,0,0,30,0,0,17,12,0,25,100,25,30,50,38,100,50,0,30,33,0,36,60,60,17,25,0,14,23,0,0,0,0,0,0,0,11,0,0,0,0,8,13,3,0,13,0,4,25,0,13,7,0,50,0,17,12,31
Santander,Barichara,52,0,100,51,100,0,0,100,50,50,75,100,100,100,94,100,100,100,100,0,25,100,42,78,100,0,50,64,0,0,0,0,0,0,17,50,100,100,67,0,0,100,0,25,0,75,100,0,0,50,38,0,50,0,0,67,17,22,80,80,100,100,100,100,47,0,0,0,0,0,100,17,32,0,42,0,0,0,38,13,60,0,100,53,0,0,0,22,0,NA,NA,0,11,39
Santander,Sucre,25,0,0,8,100,0,0,100,50,29,0,100,100,0,50,100,100,0,67,0,25,100,42,53,100,0,50,51,0,0,0,0,0,0,0,50,0,100,38,0,0,0,0,0,100,50,0,50,0,50,42,0,50,0,0,0,0,8,0,0,67,50,0,39,18,0,0,0,0,0,0,0,9,0,8,0,13,0,0,3,0,50,0,17,0,0,0,7,0,NA,NA,0,3,23
Santander,Barrancabermeja,98,100,100,99,100,0,100,100,75,87,100,100,100,100,100,100,100,100,100,100,50,100,83,94,100,72,86,90,100,100,60,0,100,72,100,100,100,100,100,0,25,100,0,31,100,100,100,50,30,50,72,0,100,100,100,100,100,83,100,100,100,100,100,100,80,100,50,57,100,100,100,85,82,0,100,100,63,42,50,59,60,75,0,45,50,100,75,60,0,NA,0,0,30,72
Santander,Suaita,59,100,100,86,0,0,100,100,50,68,75,75,75,100,81,100,100,100,100,100,100,100,100,94,70,100,85,89,70,83,0,0,0,31,67,0,100,0,42,0,0,100,0,25,0,25,100,0,0,50,29,0,50,100,0,67,0,36,0,0,100,100,75,92,36,50,0,100,0,0,100,42,39,50,58,100,38,29,63,56,0,50,100,50,0,67,33,47,0,NA,NA,0,23,55
Santander,Betulia,44,100,100,81,0,100,100,100,75,78,0,0,0,0,0,100,0,100,67,0,100,100,67,44,50,75,63,54,0,0,0,0,40,8,0,50,0,0,13,0,0,0,0,0,0,25,100,25,0,50,33,0,0,0,0,67,0,11,50,50,33,0,25,19,19,0,0,0,0,0,100,17,18,0,50,0,0,0,0,8,20,25,100,48,13,67,40,32,0,75,0,25,29,45
Santander,Socorro,89,0,100,63,100,0,0,100,50,57,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,100,33,0,100,100,67,67,0,100,100,67,30,75,100,17,55,0,50,100,50,30,50,47,0,0,100,0,67,33,33,60,60,83,100,100,94,60,100,0,67,0,0,100,44,52,50,75,0,25,33,75,43,20,13,100,44,38,100,69,52,0,NA,NA,0,26,44
Santander,Bolívar,96,0,100,65,50,0,0,100,38,51,0,0,0,0,0,100,0,100,67,100,25,75,67,44,50,100,75,60,0,0,0,0,40,8,33,0,0,0,8,0,0,0,0,0,100,0,100,25,0,0,38,0,50,0,0,67,0,19,50,50,83,75,50,69,28,0,100,100,0,0,100,50,39,0,58,0,38,29,13,23,20,50,50,40,0,0,0,21,0,NA,NA,0,10,40
Santander,El Carmen de Chucurí,34,0,0,11,0,0,0,0,0,6,0,0,0,0,0,100,100,100,100,50,0,0,17,39,0,3,1,20,0,0,0,0,40,8,0,0,0,100,25,0,0,0,0,0,0,50,100,0,0,50,33,0,50,100,0,67,0,36,0,0,50,50,0,33,19,0,0,100,100,0,0,33,26,0,8,0,13,0,38,10,100,13,0,38,0,0,0,16,100,NA,NA,100,58,27
Santander,Curití,30,0,100,43,0,0,0,100,25,34,0,0,0,0,0,100,100,100,100,0,25,0,8,36,100,100,100,68,0,0,0,0,40,8,0,50,0,0,13,0,0,0,0,0,100,25,0,0,0,0,21,0,0,100,0,0,0,17,0,0,83,75,50,69,18,0,0,0,0,0,100,17,17,0,8,0,13,0,0,3,0,0,0,0,0,0,0,1,0,NA,NA,0,1,30
Santander,El Peñón,28,0,0,9,0,0,0,0,0,5,0,0,0,0,0,100,100,100,100,100,0,0,33,44,10,50,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,67,25,0,31,6,0,0,0,0,0,0,0,3,0,33,0,0,0,0,6,0,0,0,0,0,0,0,2,0,NA,NA,0,1,11
Santander,El Guacamayo,45,0,100,48,0,0,0,0,0,24,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,0,0,42,0,0,100,0,33,17,25,0,0,67,100,100,89,22,0,0,0,0,0,100,17,19,0,42,0,38,29,13,20,0,0,0,0,0,0,0,7,0,NA,NA,0,3,19
Santander,Encino,50,0,100,50,0,100,0,100,50,50,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,100,100,50,30,0,0,50,20,0,0,0,0,30,0,5,0,0,100,0,67,0,28,50,50,17,25,0,14,24,0,0,0,100,0,100,33,29,0,8,0,38,0,25,12,0,50,100,50,0,67,33,32,0,NA,NA,0,16,25
Santander,El Playón,91,0,100,64,100,0,0,100,50,57,75,100,100,0,69,100,100,0,67,50,100,100,83,73,60,40,50,61,0,0,0,0,0,0,0,0,0,100,25,0,0,100,0,25,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,83,25,75,61,17,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,32
Santander,Floridablanca,98,100,100,99,100,100,100,100,100,100,100,75,75,50,75,100,100,100,100,100,100,25,75,83,100,100,100,92,100,100,100,100,80,96,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99,92,100,50,100,100,100,90,95,50,83,100,100,75,75,81,100,100,100,100,100,100,100,94,0,NA,NA,0,47,83
Santander,Florián,33,0,0,11,0,0,0,0,0,5,0,100,100,0,50,100,100,100,100,0,25,0,8,53,0,0,0,26,0,0,0,0,0,0,0,0,0,100,25,0,0,100,0,25,100,100,100,0,0,50,58,0,50,100,0,0,0,25,50,50,100,100,100,100,40,0,0,100,0,0,100,33,37,0,100,0,38,0,100,40,80,13,100,64,13,67,40,48,0,NA,NA,0,24,23
Santander,Enciso,83,100,100,94,100,100,100,0,75,85,0,0,0,50,13,100,0,0,33,50,100,0,50,32,70,0,35,33,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,50,100,0,0,0,25,0,50,0,0,0,0,8,0,0,67,75,100,81,20,0,0,100,0,0,100,33,27,0,0,0,0,0,0,0,0,0,0,0,13,0,6,2,0,NA,NA,0,1,36
Santander,Chima,34,0,100,45,0,0,0,0,0,22,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,50,100,100,63,0,0,0,0,0,0,25,100,25,0,0,25,0,50,100,25,100,0,46,0,0,100,50,50,67,29,0,0,100,100,0,100,50,39,0,50,0,0,0,13,10,20,0,0,7,0,67,33,17,0,NA,NA,0,8,22
Santander,Charta,56,0,100,52,0,100,0,0,25,39,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,40,8,33,50,100,100,71,0,25,0,17,10,100,25,100,25,30,50,55,0,50,100,0,67,0,36,10,10,50,50,100,67,37,0,0,100,100,0,100,50,43,0,75,100,38,29,38,47,20,50,50,40,50,100,75,54,0,NA,NA,0,27,35
Santander,Cimitarra,40,0,0,13,0,0,0,0,0,7,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,100,0,100,0,50,0,0,0,0,0,100,100,100,0,0,100,67,0,100,100,0,100,0,50,50,50,100,100,100,100,45,0,0,0,100,100,100,50,48,0,8,0,38,8,75,22,40,50,50,47,0,0,0,23,0,NA,0,0,11,21
Santander,Chipatá,22,0,100,41,0,0,0,0,0,20,0,100,0,50,38,100,0,0,33,100,100,0,67,46,70,0,35,40,0,0,0,0,0,0,50,0,0,0,13,0,0,0,0,0,0,0,100,0,0,0,17,0,50,0,0,0,17,11,0,0,67,75,0,47,13,0,0,100,0,0,100,33,23,0,0,0,0,0,38,6,0,0,0,0,38,100,69,25,0,NA,NA,0,13,24
Santander,Confines,53,0,100,51,0,100,0,0,25,38,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,100,100,67,0,0,0,0,40,8,0,0,100,100,50,0,0,100,0,25,0,25,0,0,0,0,4,0,0,0,0,33,0,6,0,0,50,75,75,67,23,0,0,0,0,0,100,17,20,0,0,0,0,0,13,2,0,0,0,0,0,0,0,1,0,NA,NA,0,0,31
Santander,Concepción,57,0,100,52,0,0,0,0,0,26,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,67,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,25,100,0,0,0,0,0,17,0,50,100,0,33,0,31,0,0,100,100,100,100,25,0,100,0,100,0,100,50,37,0,8,0,0,8,0,3,0,50,0,17,0,0,0,6,0,NA,NA,0,3,22
Santander,Coromoro,38,0,100,46,0,0,0,100,25,35,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,100,100,67,0,0,0,100,40,28,17,50,100,100,67,0,25,0,0,6,100,25,100,25,0,50,50,0,50,100,0,67,17,39,60,60,50,50,75,58,44,0,0,0,100,0,100,33,39,50,58,0,0,50,63,37,20,25,100,48,13,100,56,47,0,NA,100,50,49,47
Santander,Contratación,70,0,100,57,100,0,0,0,25,41,0,100,100,100,75,100,100,0,67,100,75,100,92,78,100,0,50,64,100,50,30,0,80,52,50,50,0,0,25,0,0,0,33,8,100,0,100,25,30,50,51,100,50,100,30,67,0,58,60,60,83,100,50,78,47,20,0,100,100,100,100,70,59,50,100,100,13,58,63,64,40,50,50,47,0,33,17,42,0,NA,NA,0,21,46
Santander,Jordán,46,0,0,15,100,0,0,0,25,20,0,100,100,0,50,100,100,0,67,75,100,0,58,58,70,0,35,47,0,0,0,0,40,8,0,0,0,0,0,0,0,0,17,4,100,25,0,50,0,50,38,0,0,0,0,0,0,0,0,0,50,50,0,33,12,0,0,0,0,0,0,0,6,0,8,0,38,29,25,17,0,50,25,25,0,0,0,14,0,NA,NA,0,7,20
Santander,Macaravita,41,0,100,47,0,0,0,0,0,23,100,100,100,0,75,100,100,100,100,0,75,100,58,78,75,50,63,70,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,21,0,0,0,0,0,0,0,0,0,17,25,50,31,8,0,0,0,0,0,0,0,4,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,25
Santander,Málaga,61,100,100,87,0,0,100,100,50,69,100,100,100,100,100,100,100,100,100,100,100,75,92,97,100,67,83,90,70,17,60,50,40,47,50,0,100,100,63,30,100,0,17,37,100,0,100,25,30,50,51,50,50,100,100,67,17,64,60,60,83,25,75,61,55,0,100,0,100,0,100,50,52,50,25,100,75,50,38,56,20,50,100,57,50,100,75,63,100,50,100,83,73,71
Santander,Gobernación,100,100,100,100,100,100,0,100,75,87,100,100,100,100,100,100,100,100,100,75,50,100,75,92,100,93,97,94,70,67,0,100,80,63,100,0,100,100,75,70,50,100,50,68,0,100,100,75,70,50,66,100,50,100,100,100,83,89,60,60,83,75,100,86,72,25,0,25,100,100,100,58,65,50,83,0,100,21,50,51,100,0,50,50,25,33,29,43,100,75,100,92,67,79
Santander,Los Santos,39,100,100,80,100,0,100,100,75,77,0,0,0,0,0,100,100,0,67,0,100,0,33,33,100,76,88,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,25,0,0,17,0,50,0,0,67,0,19,0,0,83,100,100,94,19,0,0,13,100,0,100,35,27,0,0,0,0,0,0,0,40,0,0,13,0,67,33,16,0,NA,0,0,8,43
Santander,Hato,22,0,100,41,0,0,0,100,25,33,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,4,0,50,0,0,0,0,8,0,0,33,25,75,44,8,0,0,0,0,0,100,17,12,0,75,0,0,8,63,24,20,50,25,32,13,0,6,21,0,NA,NA,0,10,18
Santander,Mogotes,69,0,0,23,100,0,0,100,50,37,75,100,100,100,94,100,100,0,67,0,50,75,42,67,75,95,85,76,0,0,0,0,40,8,0,50,0,100,38,0,0,0,0,0,100,50,100,50,0,50,58,0,50,100,0,33,0,31,0,0,67,50,0,39,25,0,0,0,43,0,0,7,16,0,8,0,13,0,0,3,0,50,0,17,0,0,0,7,0,NA,0,0,3,33
Santander,Jesús María,88,100,100,96,100,100,100,100,100,98,0,0,0,0,0,100,100,100,100,0,0,0,0,33,100,100,100,67,0,0,0,0,40,8,83,50,100,100,83,30,25,100,0,39,0,50,100,0,30,0,30,100,100,100,50,67,0,69,70,70,50,50,100,67,52,0,0,0,100,0,100,33,43,0,25,0,38,21,50,22,20,25,50,32,0,0,0,18,0,NA,0,0,9,54
Santander,Matanza,27,0,100,42,0,0,0,0,0,21,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,33,100,100,100,83,0,0,0,0,0,100,25,100,25,0,50,50,0,50,0,75,100,50,46,0,0,83,50,50,61,34,0,0,100,100,0,100,50,42,0,75,0,13,0,0,15,40,25,0,22,13,33,23,20,0,NA,NA,0,10,26
Santander,Ocamonte,90,100,100,97,100,100,100,100,100,98,100,100,100,100,100,100,0,100,67,75,100,100,92,86,100,100,100,93,100,67,30,100,40,67,83,50,100,0,58,30,50,0,50,33,0,25,100,25,30,50,38,0,50,0,0,33,33,19,70,70,67,100,100,89,54,63,0,100,83,100,100,74,64,50,100,100,75,8,75,68,20,50,50,40,75,100,88,65,0,NA,NA,0,33,72
Santander,Molagavita,14,100,0,38,0,0,100,0,25,31,100,100,100,100,100,100,0,100,67,0,25,100,42,69,100,100,100,85,0,0,0,0,0,0,0,50,100,0,38,0,0,0,17,4,100,25,100,50,0,50,54,50,50,0,0,0,0,17,0,0,83,75,50,69,26,0,0,33,0,0,0,6,16,0,8,0,0,0,25,6,0,13,50,21,0,0,0,9,0,NA,NA,0,4,34
Santander,Onzaga,16,0,0,5,0,0,0,0,0,3,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,0,0,0,100,25,0,0,0,0,0,0,25,0,0,0,0,4,0,0,100,0,0,0,17,0,0,50,25,0,25,10,0,0,0,0,0,100,17,13,0,42,0,0,8,0,8,0,0,0,0,0,0,0,3,0,NA,NA,0,1,12
Santander,Oiba,94,100,100,98,100,0,0,100,50,74,50,100,100,100,88,100,100,100,100,100,100,100,100,96,100,100,100,98,100,100,30,0,100,66,67,70,100,100,84,30,25,0,17,18,0,100,100,25,30,50,51,50,50,100,0,67,0,44,70,70,83,100,75,86,60,100,0,75,100,100,100,79,70,100,100,100,50,71,63,81,40,50,100,63,0,33,17,54,0,NA,0,0,27,67
Santander,Girón,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,33,78,100,63,81,80,0,0,0,0,40,8,100,100,100,100,100,100,100,0,0,50,100,75,100,100,100,100,96,100,100,100,0,67,67,72,0,0,100,100,100,100,61,0,0,0,100,0,100,33,47,0,42,0,0,17,75,22,20,50,25,32,38,100,69,41,0,NA,0,0,20,62
Santander,Guaca,58,0,100,53,0,0,0,0,0,26,100,100,100,0,75,100,0,100,67,0,100,100,67,69,100,100,100,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,33,0,22,0,0,67,100,75,81,15,0,83,0,0,0,0,14,14,0,0,0,0,8,38,8,0,0,0,0,0,33,17,8,0,NA,0,0,4,32
Santander,Galán,34,0,0,11,0,0,0,0,0,6,0,0,0,0,0,100,0,0,33,0,25,0,8,14,100,0,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,25,50,50,67,50,75,64,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,12
Santander,Gámbita,38,0,0,13,0,0,0,0,0,6,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,93,46,34,0,0,0,0,40,8,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,50,25,0,0,0,0,0,0,0,0,0,83,100,75,86,17,0,0,40,0,0,100,23,20,0,75,0,0,0,0,13,0,0,0,0,0,0,0,4,0,NA,0,0,2,16
Santander,La Paz,35,0,100,45,0,0,0,0,0,23,0,100,100,100,75,100,0,0,33,0,100,100,67,58,0,100,50,54,0,0,0,0,0,0,0,0,100,0,25,30,0,0,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,25,38,10,20,50,0,23,0,100,50,28,0,NA,NA,0,14,23
Santander,Guavatà,45,0,0,15,100,0,0,0,25,20,0,0,0,0,0,100,0,100,67,0,100,0,33,33,50,69,59,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,0,39,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,17
Santander,Güepsa,96,0,100,65,100,0,0,100,50,58,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,40,8,17,50,100,100,67,0,25,100,0,31,0,25,100,25,0,50,33,100,50,100,0,67,0,53,50,50,67,25,75,56,43,0,0,56,0,0,100,26,34,0,8,0,38,29,25,17,20,50,50,40,63,100,81,46,100,NA,NA,100,73,52
Santander,La Belleza,80,0,100,60,0,0,0,100,25,42,0,0,0,0,0,100,100,100,100,100,0,0,33,44,0,100,50,47,0,0,0,0,40,8,100,100,0,0,50,0,0,0,0,0,100,100,100,0,0,50,58,0,50,0,0,0,0,8,50,50,83,75,75,78,36,0,0,100,0,0,100,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,31
Santander,Guadalupe,40,0,100,47,0,0,0,100,25,36,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,80,16,0,0,100,100,50,0,0,0,50,13,100,50,100,50,0,50,58,0,100,100,0,67,67,56,70,70,50,50,0,33,42,0,100,50,100,100,100,75,59,0,8,0,75,46,38,28,40,50,50,47,63,67,65,46,100,NA,NA,100,73,51
Santander,Lebrija,48,0,100,49,100,0,0,0,25,37,0,100,100,75,69,100,100,100,100,100,75,25,67,78,30,0,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,0,100,100,33,17,42,0,0,100,75,75,83,20,0,0,0,0,0,100,17,18,0,33,100,0,0,25,26,60,0,0,20,50,33,42,29,0,NA,NA,0,15,29
Santander,Guapotá,48,0,100,49,0,0,0,0,0,25,0,100,100,0,50,100,100,100,100,100,50,0,50,67,50,0,25,46,0,0,0,0,40,8,17,0,0,0,4,0,0,0,0,0,0,25,100,0,0,0,21,0,50,0,0,33,0,14,0,0,67,100,100,89,19,0,0,25,0,0,100,21,20,0,67,100,0,38,13,36,0,0,0,0,0,0,0,12,0,NA,NA,0,6,24
Santander,Landázuri,42,0,0,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,33,0,0,0,0,0,0,0,0,0,83,50,75,69,15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,20,0,0,7,0,0,0,2,0,NA,NA,0,1,4
