FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CANTIDAD
23/06/2012,ANTIOQUIA,ABEJORRAL,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,ANTIOQUIA,AMAGÁ,Sábado,ESCOPETA,SIN PERMISO,RURAL,FINCAS Y SIMILARES,1
23/06/2012,ANTIOQUIA,MEDELLÍN ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CUNDINAMARCA,BOGOTÁ D.C. ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,ATLÁNTICO,BARRANQUILLA ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CÓRDOBA,LORICA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CÓRDOBA,SAHAGÚN,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CÓRDOBA,MONTELÍBANO,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CESAR,ASTREA,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,1
23/06/2012,MAGDALENA,EL BANCO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CUNDINAMARCA,BOGOTÁ D.C. ,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CAQUETÁ,FLORENCIA ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CESAR,VALLEDUPAR ,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,2
23/06/2012,CUNDINAMARCA,SAN CAYETANO,Sábado,PISTOLA,SIN PERMISO,RURAL,NO DEFINIDO,1
23/06/2012,VALLE,DAGUA,Sábado,PISTOLA,SIN PERMISO,RURAL,BILLARES,1
23/06/2012,ANTIOQUIA,MEDELLÍN ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,VALLE,OBANDO,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,VALLE,CALI ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,NORTE DE SANTANDER,CACHIRÁ,Sábado,ESCOPETA,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,1
23/06/2012,ANTIOQUIA,CONCORDIA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CALDAS,AGUADAS,Sábado,PISTOLA,SIN PERMISO,URBANA,"BARES, CANTINAS Y SIMILARES",1
23/06/2012,CALDAS,FILADELFIA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CÓRDOBA,CIÉNAGA DE ORO,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,HUILA,IQUIRA,Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,2
23/06/2012,NORTE DE SANTANDER,ABREGO,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,ANTIOQUIA,ENVIGADO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,VALLE,CALI ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CASANARE,AGUAZUL,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,TOLIMA,FLANDES,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CESAR,PAILITAS,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,2
23/06/2012,VICHADA,CUMARIBO,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CUNDINAMARCA,CHÍA,Sábado,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,1
23/06/2012,ANTIOQUIA,SEGOVIA,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,ANTIOQUIA,MEDELLÍN ,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,VALLE,CALI ,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,RISARALDA,DOSQUEBRADAS,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,1
23/06/2012,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,1
