FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2015
15/01/2015,CAUCA,PIENDAMÓ,Jueves,18:30,EL LIMONAR,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,COLOMBIA,"68,081,000",1
15/01/2015,ARAUCA,ARAUCA (CT),Jueves,19:20,EL CHIRCAL,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,ARQUEOLOGO,SECUNDARIA,COLOMBIA,"27,073,000",1
15/01/2015,CHOCÓ,TADÓ,Jueves,14:00,ESCOLAR,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,67,MASCULINO,CASADO,PENSIONADO,QUIMICO,SUPERIOR,COLOMBIA,"25,436,000",1
18/01/2015,META,MAPIRIPÁN,Domingo,15:30,VEREDA EL ANZUELO,RURAL,ZONA SELVÁTICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,21,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"66,001,000",1
18/01/2015,META,MAPIRIPÁN,Domingo,15:30,VEREDA EL ANZUELO,RURAL,ZONA SELVÁTICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,834,000",1
18/01/2015,META,MAPIRIPÁN,Domingo,15:30,VEREDA EL ANZUELO,RURAL,ZONA SELVÁTICA,NO REPORTADO,A PIE,A PIE,20,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,698,000",1
18/01/2015,META,MAPIRIPÁN,Domingo,15:30,VEREDA EL ANZUELO,RURAL,ZONA SELVÁTICA,NO REPORTADO,VEHICULO,A PIE,23,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,261,000",1
18/01/2015,META,MAPIRIPÁN,Domingo,15:30,VEREDA EL ANZUELO,RURAL,ZONA SELVÁTICA,NO REPORTADO,A PIE,A PIE,24,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,261,000",1
19/01/2015,ARAUCA,TAME,Lunes,10:30,VEREDA FLOR AMARILLO,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,540,000",1
19/01/2015,ARAUCA,TAME,Lunes,10:30,VEREDA FLOR AMARILLO,RURAL,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"5,890,000",1
19/01/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,3:00,ALTAVISTA C-16,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,23,FEMENINO,SOLTERO,EMPLEADO POLICIAL,POLICIA,TECNICO,COLOMBIA,"86,320,000",1
19/01/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,3:00,ALTAVISTA C-16,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,CONDUCTOR TAXI,35,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
19/01/2015,ANTIOQUIA,MEDELLÍN (CT),Lunes,3:00,ALTAVISTA C-16,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,154,000",1
23/01/2015,ANTIOQUIA,COPACABANA,Viernes,14:43,VDA. EL NORAL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,887,000",1
25/01/2015,CAUCA,POPAYÁN (CT),Domingo,11:00,ALFONSO LOPEZ,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,430,000",1
27/01/2015,META,VILLAVICENCIO (CT),Martes,20:00,PASTRANA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,430,000",1
28/01/2015,META,MESETAS,Miércoles,6:05,VEREDA LAS ROSAS,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,37,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,579,000",1
30/01/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,4:40,MÓNACO E-11,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,66,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,579,000",1
06/02/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:10,QUINTA CAMACHO E-2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,50,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,INGENIERO,SUPERIOR,COLOMBIA,"52,001,000",1
09/02/2015 12:00:00 AM,CASANARE,AGUAZUL,Lunes,6:00,ALTOS DEL CUPIAGUA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,INGENIERO MECANICO,SUPERIOR,COLOMBIA,"52,001,000",1
10/02/2015 12:00:00 AM,NORTE DE SANTANDER,TIBÚ,Martes,12:30,BARRIO LA ESPERANZA,URBANA,FRENTE A COLEGIO NO REPORTADA VIA PUBLICA,NO REPORTADO,A PIE,A PIE,10,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"19,001,000",1
10/02/2015 12:00:00 AM,CHOCÓ,TADÓ,Martes,15:30,EL TAPOM,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,29,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,INGENIERO DE SISTEMAS,SUPERIOR,COLOMBIA,"81,794,000",1
10/02/2015 12:00:00 AM,CHOCÓ,TADÓ,Martes,15:30,EL TAPOM,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,NO REPORTADA,18,MASCULINO,SOLTERO,DESEMPLEADO,NO REPORTADA,SECUNDARIA,COLOMBIA,"50,001,000",1
10/02/2015 12:00:00 AM,NARIÑO,IPIALES,Martes,16:30,PUENES,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,58,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"44,847,000",1
12/02/2015 12:00:00 AM,CHOCÓ,TADÓ,Jueves,10:00,EL TAPOM,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,29,MASCULINO,SOLTERO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,628,000",1
13/02/2015,CAUCA,TIMBÍO,Viernes,19:00,VDA LOS ROBLES,RURAL,VIAS PUBLICAS,NO REPORTADO,NO REPORTADA,NO REPORTADA,19,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,718,000",1
14/02/2015,PUTUMAYO,MOCOA (CT),Sábado,20:30,VDA. PUEBLO VIEJO,RURAL,VIAS PUBLICAS,NO REPORTADO,NO REPORTADA,NO REPORTADA,15,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,718,000",1
16/02/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,23:30,MUZU E-16,URBANA,TRANSPORTE PÚBLICO,NO REPORTADO,NO REPORTADA,NO REPORTADA,50,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,718,000",1
19/02/2015,NORTE DE SANTANDER,EL CARMEN,Jueves,8:00,CORREGIMIENTO GUAMALITO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,GEOLOGO,SUPERIOR,COLOMBIA,"50,330,000",1
19/02/2015,NORTE DE SANTANDER,EL CARMEN,Jueves,8:00,CORREGIMIENTO GUAMALITO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,PASAJERO BUS,A PIE,28,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,GEOLOGO,SUPERIOR,COLOMBIA,"86,568,000",1
19/02/2015,NORTE DE SANTANDER,EL CARMEN,Jueves,8:00,CORREGIMIENTO GUAMALITO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,CONDUCTOR TAXI,NO REPORTADA,38,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,GEOLOGO,SUPERIOR,COLOMBIA,"41,551,000",1
19/02/2015,NORTE DE SANTANDER,EL CARMEN,Jueves,8:00,CORREGIMIENTO GUAMALITO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,GEOLOGO,SUPERIOR,COLOMBIA,"86,865,000",1
21/02/2015,NORTE DE SANTANDER,SALAZAR,Sábado,16:00,VEREDA POMAROSO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,57,MASCULINO,CASADO,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"76,001,000",1
21/02/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,15:30,URB. EL REMANSO E-16,URBANA,SUPERMERCADOS,NO REPORTADO,A PIE,CONDUCTOR MOTOCICLETA,35,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
27/02/2015,ARAUCA,FORTUL,Viernes,8:00,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,64,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,435,000",1
28/02/2015,ARAUCA,TAME,Sábado,14:30,VEREDA BETOYES,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,756,000",1
28/02/2015,NORTE DE SANTANDER,SAN CAYETANO,Sábado,6:00,CORREGIMIENTO URIMACO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"5,756,000",1
01/03/2015 12:00:00 AM,GUAJIRA,URIBIA,Domingo,20:00,SECTOR CUATRO VIAS DE URIBIA,URBANA,CASAS DE HABITACION,NO REPORTADO,NO REPORTADA,NO REPORTADA,59,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"17,614,000",1
02/03/2015 12:00:00 AM,ANTIOQUIA,BARBOSA,Lunes,14:50,VDA. TABLAZO HATILLO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,27,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,ARQUITECTO,SUPERIOR,COLOMBIA,"81,736,000",1
02/03/2015 12:00:00 AM,TOLIMA,LÍBANO,Lunes,5:40,CENTRO,RURAL,TRAMO DE VIA,NO REPORTADO,A PIE,A PIE,20,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
02/03/2015 12:00:00 AM,TOLIMA,LÍBANO,Lunes,5:40,CENTRO,RURAL,TRAMO DE VIA,NO REPORTADO,NO REPORTADA,NO REPORTADA,57,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"5,001,000",1
02/03/2015 12:00:00 AM,TOLIMA,LÍBANO,Lunes,5:40,CENTRO,RURAL,TRAMO DE VIA,NO REPORTADO,VEHICULO,VEHICULO,19,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,001,000",1
03/03/2015 12:00:00 AM,HUILA,NEIVA (CT),Martes,10:00,LOS COMUNEROS,URBANA,CENTRO COMERCIAL,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,29,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"15,518,000",1
08/03/2015 12:00:00 AM,CESAR,PELAYA,Domingo,9:00,CARRIZAL,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,44,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"8,001,000",1
10/03/2015 12:00:00 AM,VALLE,TULUÁ,Martes,6:40,VDA. LA MINA,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,65,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"52,001,000",1
10/03/2015 12:00:00 AM,VALLE,TULUÁ,Martes,6:40,VDA. LA MINA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,61,FEMENINO,CASADO,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"76,563,000",1
10/03/2015 12:00:00 AM,CAQUETÁ,VALPARAÍSO,Martes,19:30,VDA.  EL ENCANTO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,32,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"18,753,000",1
12/03/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,10:00,EL RETIRO E-2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,21,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"18,753,000",1
13/03/2015,CASANARE,YOPAL (CT),Viernes,10:00,SAN RAFAEL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,10,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"18,753,000",1
15/03/2015,VALLE,PALMIRA,Domingo,13:30,MARIA CANO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,32,MASCULINO,UNION LIBRE,DESEMPLEADO,NO REPORTADA,PRIMARIA,COLOMBIA,"18,753,000",1
20/03/2015,PUTUMAYO,PUERTO ASÍS,Viernes,10:00,LAS AMERICAS,URBANA,HOSPITALES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,1,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"52,418,000",1
22/03/2015,VALLE,BUENAVENTURA,Domingo,16:00,LAS PALMAS,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,20,FEMENINO,UNION LIBRE,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,318,000",1
24/03/2015,ARAUCA,FORTUL,Martes,11:14,VEREDA CARANAL,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,47,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,266,000",1
25/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,9:00,VILLA MAYOR E-15,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51,MASCULINO,CASADO,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"95,025,000",1
26/03/2015,META,GRANADA,Jueves,10:00,VILLA OLIMPICA,URBANA,FRENTE CLINICA U HOSPITAL NO REPORTADA VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,0,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,ANALFABETA,COLOMBIA,"5,679,000",1
26/03/2015,CAUCA,EL TAMBO,Jueves,2:00,C/MIENTO PIAGUA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"50,251,000",1
27/03/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,8:00,TORRE EL RELOJ E-11,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,42,FEMENINO,CASADO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"50,251,000",1
30/03/2015,VALLE,BUENAVENTURA,Lunes,11:20,LA PALERA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,37,MASCULINO,UNION LIBRE,POLITICO,NO REPORTADA,TECNICO,COLOMBIA,"81,001,000",1
11/04/2015 12:00:00 AM,ANTIOQUIA,SABANETA,Sábado,21:00,VDA. PAN DE AZUCAR,RURAL,LOCAL COMERCIAL,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,18,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"86,865,000",1
11/04/2015 12:00:00 AM,META,RESTREPO,Sábado,13:00,VEREDA SANTA TERESA,RURAL,CEMENTERIO,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR MOTOCICLETA,A PIE,26,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"86,865,000",1
14/04/2015,VALLE,CALI (CT),Martes,17:00,LA PLAYA E17,URBANA,CENTRO COMERCIAL,NO REPORTADA,CONDUCTOR MOTOCICLETA,VEHICULO,44,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"81,001,000",1
14/04/2015,VALLE,CALI (CT),Martes,17:00,LA PLAYA E17,URBANA,CENTRO COMERCIAL,NO REPORTADO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,30,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"76,001,000",1
19/04/2015,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT),Domingo,6:00,VEREDA LAS DUNAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,60,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,ANALFABETA,COLOMBIA,"54,660,000",1
19/04/2015,CESAR,BECERRIL,Domingo,12:10,VEREDA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,42,MASCULINO,SOLTERO,GANADERO,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,019,000",1
20/04/2015,ANTIOQUIA,CAREPA,Lunes,17:35,CASA VERDE,RURAL,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,5,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"76,563,000",1
22/04/2015,GUAJIRA,HATONUEVO,Miércoles,15:00,CENTRO,URBANA,TERMINAL DE TRANSPORTES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,50,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"52,356,000",1
25/04/2015,CUNDINAMARCA,PARATEBUENO,Sábado,19:00,VER. PALOMAS MARARABE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"18,001,000",1
30/04/2015,NORTE DE SANTANDER,OCAÑA,Jueves,22:00,VEREDA BUENAVISTA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,48,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"18,001,000",1
02/05/2015 12:00:00 AM,ARAUCA,ARAUQUITA,Sábado,13:30,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,51,MASCULINO,UNION LIBRE,SINDICALISTA,NO REPORTADA,TECNICO,COLOMBIA,"52,480,000",1
02/05/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,11:00,EL DORADO E-3,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,CONDUCTOR MOTOCICLETA,31,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
02/05/2015 12:00:00 AM,ARAUCA,ARAUCA (CT),Sábado,15:30,VEREDA FELICIANO,RURAL,ZONA SELVÁTICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR TAXI,42,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,001,000",1
03/05/2015 12:00:00 AM,CAUCA,BUENOS AIRES,Domingo,14:00,VEREDA SAN FRANCISCO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,0,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,ANALFABETA,COLOMBIA,"18,785,000",1
03/05/2015 12:00:00 AM,CAUCA,BUENOS AIRES,Domingo,14:00,VEREDA SAN FRANCISCO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,21,FEMENINO,SOLTERO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"44,430,000",1
07/05/2015 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,14:30,EL RESTREPO E-15,URBANA,VIAS PUBLICAS,NO REPORTADO,VEHICULO,A PIE,19,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,COLOMBIA,"41,524,000",1
08/05/2015 12:00:00 AM,CHOCÓ,CONDOTO,Viernes,14:30,CABECERA,RURAL,CARRETERA,NO REPORTADO,VEHICULO,A PIE,70,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"41,524,000",1
11/05/2015 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Lunes,9:30,VDA. LAS DAMAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"18,460,000",1
