departamento,estacion,numerodecontacto,cuadrante
Cali,Estación el vallado,"3,014,647,496",19
Pereira,Estación pereira,"3,013,461,829",24
Bucaramanga,Estación e-01 norte,"3,013,460,632",20
Villavicencio,Estación de Policía Fundadores,"3,212,842,136",15
ValledeAburra,Estación de Policía bello,"3,127,226,426",8
Bogotá,Estación de Policía san cristobal,"3,002,029,366",4
Bogotá,Estación de Policía usme,"3,013,460,296",34
Bogotá,Estación de Policía santa fe,"3,008,003,856",39
Neiva,Estación de Policía neiva,"3,016,557,949",9
Santander,Estación san gil,"3,182,470,507",3
Barranquilla,Estación de Policía los almendros,"3,013,461,798",6
SantaMarta,Estación de Policía la paz,"3,008,736,823",1
Cali,Estación los mangos,"3,105,272,952",6
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,745,195",23
Barranquilla,Estación de Policía bosque,"3,013,461,378",15
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,746,387",5
Neiva,Estación de Policía neiva,"3,016,555,736",36
Bogotá,Estación de Policía fontibon,"3,013,460,201",36
ValledeAburra,Estación de Policía envigado,"3,014,439,096",21
Cartagena,Estación de Policía los caracoles,"3,215,357,593",16
Valle,Estación de Policía tulua,"3,016,521,825",22
Cartagena,Estación de Policía los caracoles,"3,216,750,885",9
Cartagena,Estación de Policía los caracoles,"3,215,040,094",11
ValledeAburra,Estación copacabana,"3,127,206,182",2
NortedeSantander,Estación ocaña,"3,016,557,638",4
Bogotá,Estación de Policía engativa,"3,008,049,271",28
Barranquilla,Estación de Policía centro historico,"3,013,461,403",25
Valle,Estación de Policía Cascajal,"3,014,404,961",24
Sucre,Estación de Policía tolu,"3,176,436,958",2
Barranquilla,Estación de Policía ciudadela,"3,013,461,366",7
Bogotá,Estación de Policía puente aranda,"3,017,566,369",9
Bogotá,Estación de Policía ciudad bolivar,"3,017,535,573",60
Villavicencio,Estación de Policía Centauros,"3,016,554,955",18
ValledeAburra,Estación de Policía bello,"3,127,219,573",11
Bogotá,Estación de Policía barrios unidos,"3,002,026,936",9
ValledeAburra,Estación de Policía la castilla,"3,006,172,983",31
Bogotá,Estación de Policía tunjuelito,"3,002,016,367",19
Bogotá,Estación de Policía chapinero,"3,013,460,871",34
Bogotá,Estación de Policía antonio nariño,"3,013,460,736",29
Cartagena,Estación de Policía los caracoles,"3,015,835,101",1
Bogotá,Estación de Policía ciudad bolivar,"3,008,085,741",41
Quindio,Estación de Policía quimbaya,"3,127,699,732",1
SantaMarta,Estación de Policía cienaga,"3,016,734,985",4
Cúcuta,Estación de Policía belen,"3,174,492,178",3
Bucaramanga,Estación piedecuesta centro,"3,013,461,927",5
Pereira,Estación de Policía dos quebradas,"3,117,772,625",9
Bogotá,Estación de Policía usaquen,"3,017,568,912",30
Pasto,Estación norte,"3,218,431,111",11
ValledeAburra,Estación de Policía envigado,"3,127,138,463",18
Bogotá,Estación de Policía suba,"3,002,015,205",19
Bogotá,Estación de Policía santa fe,"3,013,460,681",45
Barranquilla,Estación de Policía simon bolivar,"3,013,461,827",2
Cundinamarca,Estación de Policía Compartir,"3,004,727,177",6
Bogotá,Estación de Policía suba,"3,013,460,862",96
Cali,Estación limonar,"3,105,334,949",5
Cartagena,Estación de Policía caribe norte,"3,106,362,303",9
Bogotá,Estación de Policía kennedy,"3,017,535,295",16
Bogotá,Estación de Policía chapinero,"3,013,460,896",38
ValledeAburra,Estación de Policía poblado,"3,005,611,851",22
Bogotá,Estación de Policía suba,"3,002,023,714",66
Bogotá,Estación de Policía usme,"3,008,059,261",7
Uraba,Estación de Policía apartado,"3,016,537,505",8
ValledeAburra,Estación de Policía doce de octubre,"3,127,210,864",9
Bogotá,Estación de Policía rafael uribe,"3,007,410,446",14
Barranquilla,Estación de Policía malambo,"3,015,780,454",1
Neiva,Estación de Policía neiva,"3,016,555,141",46
Meta,Estación de Policía Barranca de Upia,"3,204,687,489",1
ValledeAburra,Estación de Policía belen,"3,006,155,928",29
Bogotá,Estación de Policía kennedy,"3,017,537,443",38
ValledeAburra,Estación de Policía la castilla,"3,014,382,317",20
ValledeAburra,Estación de Policía aranjuez,"3,006,155,852",29
ValledeAburra,Estación de Policía la castilla,"3,006,149,745",36
Bogotá,Estación de Policía chapinero,"3,017,556,815",24
Risaralda,Estación de Policía belen de umbria,"3,113,803,758",2
ValledeAburra,Estación de Policía itagui,"3,127,210,858",2
Bogotá,Estación de Policía martires,"3,002,009,480",10
Cali,subEstación villa gorgona,"3,014,384,147",2
Cundinamarca,Estación de Policía Sopo,"3,118,040,686",1
Bogotá,Estación de Policía kennedy,"3,013,460,755",119
ValledeAburra,Estación de Policía poblado,"3,006,173,473",16
Bogotá,Estación de Policía engativa,"3,017,555,274",43
Valle,Estación de Policía buga,"3,014,396,225",5
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,741,833",1
Cali,Estación mariano ramos,"3,014,654,744",13
Cartagena,Estación de Policía el pozon,"3,216,752,116",9
Bogotá,Estación de Policía kennedy,"3,013,460,794",106
Magdalena,Estación de Policía Fundación,"3,016,558,614",1
Pasto,Estación centro,"3,218,431,141",17
Bogotá,Estación de Policía suba,"3,002,011,973",59
Bogotá,Estación de Policía barrios unidos,"3,002,028,974",23
Cali,Estación terron colorado,"3,105,309,432",4
Quindio,Estación Armenia,"3,205,524,523",24
Neiva,Estación de Policía neiva,"3,016,555,682",45
Antioquia,Estación San Luis,"3,218,429,609",1
Pasto,Estación centro,"3,218,421,133",9
Villavicencio,Estación de Policía Villavicencio,"3,212,801,778",25
Barranquilla,Estación de Policía bosque,"3,015,795,645",12
Bogotá,Estación de Policía tunjuelito,"3,008,007,524",14
Meta,Estación de Policía la Uribe,"3,204,684,388",1
Cundinamarca,Estación de Policía Cogua,"3,133,673,796",1
Barranquilla,Estación de Policía simon bolivar,"3,013,461,346",22
Bogotá,Estación de Policía santa fe,"3,013,460,676",49
Bogotá,Estación de Policía kennedy,"3,017,537,091",48
Bolivar,Estación de Policía Magangue,"3,016,566,615",1
Cartagena,Estación de Policía caribe norte,"3,013,596,060",4
Villavicencio,Estación de Policía Acacias,"3,016,555,317",1
ValledeAburra,Estación de Policía la candelaria,"3,006,150,653",56
Ibague,Estación de policía norte,"3,013,460,423",33
Cali,Estación limonar,"3,105,269,643",2
Cúcuta,Estación de Policía centro,"3,157,714,684",22
Sucre,Estación de Policía tolu,"3,174,340,362",1
Bogotá,Estación de Policía rafael uribe,"3,017,558,405",26
Meta,Estación de Policía San Martin,"3,016,537,122",1
Pereira,Estación cuba,"3,013,461,332",14
Bogotá,Estación de Policía kennedy,"3,013,460,780",111
Barranquilla,Estación de Policía norte,"3,013,461,751",1
Bogotá,Estación de Policía suba,"3,008,050,452",60
Pasto,Estación centro,"3,218,431,126",2
Popayán,Estación de policía sur popayán,"3,014,408,274",9
Bogotá,Estación de Policía san cristobal,"3,013,460,353",47
Bogotá,Estación de Policía chapinero,"3,013,460,932",47
ValledeAburra,Estación de Policía la candelaria,"3,014,574,067",40
Bucaramanga,Estación e-03 sur,"3,013,461,857",10
Neiva,Estación de Policía neiva,"3,016,554,907",44
Bogotá,Estación de Policía bosa,"3,017,574,858",44
Bogotá,Estación de Policía san cristobal,"3,002,020,775",32
Caldas,Estación de Policía Chinchina,"3,016,567,519",2
Villavicencio,Estación de Policía Villavicencio,"3,212,560,841",6
Bogotá,Estación de Policía suba,"3,017,563,733",23
Cundinamarca,Estación de Policía leon XIII,320 3771540,2
Boyaca,Estación de Policía Duitama,"3,004,603,891",2
Bogotá,Estación de Policía bosa,"3,013,460,285",55
ValledeAburra,Estación de Policía aranjuez,"3,127,141,454",5
ValledeAburra,Estación de Policía doce de octubre,"3,006,146,642",15
Bogotá,Estación de Policía kennedy,"3,007,458,653",99
Bogotá,Estación de Policía bosa,"3,013,460,291",56
Bogotá,Estación de Policía bosa,"3,007,458,679",50
Bogotá,Estación de Policía santa fe,"3,013,460,664",54
Ibague,Estación de policía centro,"3,013,460,403",22
ValledeAburra,Estación de Policía belen,"3,006,156,034",34
Bogotá,Estación de Policía suba,"3,013,460,866",83
ValledeAburra,Estación de Policía caldas,"3,127,424,351",5
Valle,Estación de Policía ginebra,"3,217,315,721",1
Cali,Estación el guabal,"3,105,271,704",2
Pasto,Estación centro,"3,218,431,143",19
Bogotá,Estación de Policía candelaria,"3,002,027,680",4
Popayán,Estación de policía norte popayán,"3,014,398,955",17
Bogotá,Estación de Policía suba,"3,002,016,335",48
ValledeAburra,Estación Laureles,"3,127,142,218",5
Cali,Estación la sultana,"3,105,325,624",1
Barranquilla,Estación de Policía norte,"3,013,461,756",18
Bogotá,Estación de Policía kennedy,"3,007,924,846",30
Ibague,Estación de policía norte,"3,013,460,438",1
Barranquilla,Estación de Policía malambo,"3,013,461,222",7
Bogotá,Estación de Policía kennedy,"3,017,532,971",20
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,371",83
Bogotá,Estación de Policía kennedy,"3,008,077,410",98
Bogotá,Estación de Policía usaquen,"3,002,009,364",35
Cúcuta,Estación de Policía belen,"3,174,276,752",5
Cali,Estación el lido,"3,014,645,154",13
Cali,Estación de Policía alfonso lopez,"3,014,658,715",9
SantaMarta,Estación de Policía cienaga,"3,016,871,876",8
Bogotá,Estación de Policía tunjuelito,"3,017,607,628",7
Bogotá,Estación de Policía kennedy,"3,008,089,177",1
Barranquilla,Estación de Policía ciudadela,"3,013,461,380",5
Bogotá,Estación de Policía kennedy,"3,008,098,568",5
Cali,Estación la flora,"3,014,653,101",10
Barranquilla,Estación de Policía simon bolivar,"3,013,461,249",10
Bogotá,Estación de Policía engativa,"3,017,536,394",20
Cartagena,Estación de Policía caribe norte,"3,216,748,342",7
SantaMarta,Estación de Policía sitio nuevo,"3,174,314,004",4
Antioquia,Estación la Ceja,"3,117,985,507",2
Quindio,Estación Armenia,"3,107,186,492",30
Bogotá,Estación de Policía kennedy,"3,017,603,518",53
Cartagena,Estación de Policía nuevo bosque,"3,126,890,423",11
Villavicencio,Estación de Policía Fundadores,"3,212,833,302",10
Cali,Estación el guabal,"3,105,278,199",6
Villavicencio,Estación de Policía Centauros,"3,214,516,145",2
Bogotá,Estación de Policía suba,"3,008,053,983",32
Valle,Estación de Policía caicedonia,"3,128,238,562",1
Cartagena,Estación de Policía bocagrande,"3,106,367,797",8
Cali,Estación de Policía yumbo,"3,105,280,221",5
Cali,Estación el lido,"3,105,298,507",6
ValledeAburra,Estación de Policía la candelaria,"3,014,312,822",26
Bogotá,Estación de Policía usaquen,"3,004,022,435",58
Pereira,Estación cuba,"3,013,461,280",7
Popayán,Estación de policía sur popayán,"3,014,386,825",28
Villavicencio,Estación de Policía Centauros,"3,214,522,941",5
Cali,subEstación pavas,"3,105,292,116",3
Cartagena,Estación de Policía caribe norte,"3,215,045,090",8
Bogotá,Estación de Policía san cristobal,"3,013,460,334",55
Bogotá,Estación de Policía antonio nariño,"3,002,004,750",14
Cúcuta,Estación de Policía centro,"3,153,065,265",13
Bogotá,Estación de Policía san cristobal,"3,013,460,319",61
Bogotá,Estación de Policía martires,"3,002,029,226",1
ValledeAburra,Estación Laureles,"3,006,170,034",21
Valle,Estación de Policía san pedro,"3,166,525,670",1
Bogotá,Estación de Policía chapinero,"3,017,559,956",3
Ibague,Estación de policía norte,"3,013,460,478",16
Barranquilla,Estación de Policía ciudadela,"3,013,461,358",19
Tolima,Estación de Policía melgar,"3,016,567,430",4
Antioquia,Estación Urrao,"3,206,273,288",1
Barranquilla,Estación de Policía ciudadela,"3,013,461,208",16
Bogotá,Estación de Policía san cristobal,"3,002,008,497",11
Barranquilla,Estación de Policía simon bolivar,"3,013,461,339",14
Popayán,Estación de policía sur popayán,"3,014,390,627",41
Pasto,Estación sur,"3,218,431,175",26
Bogotá,Estación de Policía suba,"3,017,533,809",3
Bogotá,Estación de Policía puente aranda,"3,013,460,697",28
Bogotá,Estación de Policía usme,"3,017,553,587",15
Bogotá,Estación de Policía ciudad bolivar,"3,017,554,281",27
Caldas,Estación de Policía Manizales,"3,217,096,782",9
Antioquia,Estación Rionegro,"3,168,308,199",7
Risaralda,Estación de Policía santa rosa de cabal,"3,203,026,401",6
Santander,Estación barbosa,"3,127,143,860",1
Cartagena,Estación de Policía el pozon,"3,138,114,546",14
Ibague,Estación de policía centro,"3,013,460,555",20
Cali,Estación san francisco,"3,105,334,476",2
Ibague,Estación de policía norte,"3,013,460,441",12
Bogotá,Estación de Policía antonio nariño,"3,002,022,208",16
Cali,Estación el guabal,"3,105,302,744",3
Bogotá,Estación de Policía kennedy,"3,017,556,749",58
Cundinamarca,Estación de Policía Funza,"3,204,434,763",1
Bogotá,Estación de Policía kennedy,"3,008,052,240",42
Cali,Estación la flora,"3,105,302,952",4
Meta,Estación de Policía Puerto Lleras,"3,204,647,884",1
Popayán,Estación de policía sur popayán,"3,014,392,839",47
Bogotá,Estación de Policía usaquen,"3,017,537,402",7
Pereira,Estación pereira,"3,137,970,340",21
Bogotá,Estación de Policía barrios unidos,"3,007,096,782",6
Bogotá,Estación de Policía usaquen,"3,008,090,170",28
Cundinamarca,Estación de Policía Compartir,"3,004,728,301",2
Cali,Estación desepaz,"3,105,227,803",4
Ibague,Estación de policía centro,"3,013,460,393",11
Bogotá,Estación de Policía kennedy,"3,017,608,147",22
Bogotá,Estación de Policía usaquen,"3,017,535,884",24
Popayán,Estación de policía sur popayán,"3,014,391,277",40
Caldas,Estación de Policía Chinchina,"3,016,567,644",3
ValledeAburra,Estación de Policía la candelaria,"3,014,311,483",22
Antioquia,Estación Santa Barbara,"3,113,086,855",1
Bogotá,Estación de Policía suba,"3,013,460,965",98
Valle,Estación de Policía palmira,"3,014,400,353",8
Nariño,Estación de Policía tuquerres,"3,147,017,005",1
Bogotá,Estación de Policía barrios unidos,"3,008,001,378",4
Bogotá,Estación de Policía fontibon,"3,002,018,074",22
Bogotá,Estación de Policía usme,"3,008,001,535",28
Bogotá,Estación de Policía suba,"3,013,460,958",82
Cartagena,Estación de Policía los caracoles,"3,215,105,177",12
Pereira,Estación de Policía dos quebradas,"3,013,461,288",18
Bogotá,Estación de Policía engativa,"3,017,533,984",4
Bogotá,Estación de Policía ciudad bolivar,"3,008,088,161",49
Bucaramanga,Estación e-01 norte,"3,013,460,603",8
Pereira,Estación de Policía dos quebradas,"3,013,461,284",17
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,368",85
Bogotá,Estación de Policía kennedy,"3,002,020,969",73
Putumayo,Estación de Policía puerto asis,"3,118,433,239",3
Cartagena,Estación de Policía virgen y turistica,"3,216,744,518",2
Cali,Estación la flora,"3,105,315,752",7
Bogotá,Estación de Policía usaquen,"3,002,024,871",1
Bogotá,Estación de Policía candelaria,"3,013,460,735",13
Quindio,Estación Armenia,"3,128,186,755",10
Barranquilla,Estación de Policía los almendros,"3,015,780,249",8
Cali,Estación el diamante,"3,014,891,940",25
Bogotá,Estación de Policía ciudad bolivar,"3,008,050,247",29
Bogotá,Estación de Policía suba,"3,002,003,481",28
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,737,224",21
Bogotá,Estación de Policía rafael uribe,"3,013,460,362",38
ValledeAburra,Estación de Policía belen,"3,012,470,689",22
Bogotá,Estación de Policía engativa,"3,017,573,882",1
Bogotá,Estación de Policía candelaria,"3,013,460,731",15
Cartagena,Estación de Policía caribe norte,"3,106,062,780",24
ValledeAburra,Estación de Policía itagui,"3,127,213,306",14
Bogotá,Estación de Policía usaquen,"3,017,567,661",8
Bogotá,Estación de Policía suba,"3,017,568,949",20
Meta,Estación de Policía Granada,"3,016,557,775",4
Antioquia,Estación San Rafael,"3,127,617,605",1
Bogotá,Estación de Policía engativa,"3,008,059,709",25
Bogotá,Estación de Policía antonio nariño,"3,017,571,060",11
Bogotá,Estación de Policía tunjuelito,"3,017,555,938",8
Cartagena,Estación de Policía virgen y turistica,"3,215,048,716",10
Guajira,Estación de Policía Uribia,"3,126,027,851",1
Bogotá,Estación de Policía fontibon,"3,002,023,506",12
Bucaramanga,Estación la cumbre,"3,013,461,898",6
Valle,Estación de Policía Cascajal,"3,014,403,822",23
Ibague,Estación de policía norte,"3,013,460,467",19
Barranquilla,Estación de Policía malambo,"3,013,461,226",4
Quindio,Estación Armenia,"3,128,194,038",7
Bogotá,Estación de Policía teusaquillo,"3,002,017,565",14
Neiva,Estación de Policía palermo,"3,016,528,369",1
Pasto,Estación norte,"3,218,431,112",12
Bucaramanga,Estación floridablanca centro,"3,013,461,881",5
Antioquia,Estación Caucasia,"3,147,707,291",5
