FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2012
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,34,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"73,168,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,NO REPORTADO,VEHICULO,A PIE,24,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"76,001,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,33,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"73,001,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,38,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,548,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,26,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,001,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,30,MASCULINO,NO REPORTADA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"70,670,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
28/02/2012,ARAUCA,TAME,Martes,5:00,VEREDA BAJO TAMACAY,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,674,000",1
28/02/2012,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,9:00,CENTRO USME E-5,URBANA,VIAS PUBLICAS,NO REPORTADO,VEHICULO,VEHICULO,29,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"52,356,000",1
28/02/2012,TOLIMA,PRADO,Martes,6:45,VRDA. MONTOSO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,NO REPORTADA,NO REPORTADA,14,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,001,000",1
28/02/2012,BOLÍVAR,MAHATES,Martes,7:45,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,73,MASCULINO,CASADO,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,075,000",1
28/02/2012,BOLÍVAR,MAHATES,Martes,7:45,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,NO REPORTADA,COLOMBIA,"41,668,000",1
28/02/2012,BOLÍVAR,MAHATES,Martes,7:45,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,45,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"52,001,000",1
02/03/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,22:00,GRAN BRITALIA E-8,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,33,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"8,078,000",1
03/03/2012 12:00:00 AM,CHOCÓ,NÓVITA,Sábado,8:00,JUNTA DEL TAMANA,RURAL,TIPO EXPLOTACIÓN ORO,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,55,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,130,000",1
04/03/2012 12:00:00 AM,VALLE,BUENAVENTURA,Domingo,9:45,LA PLAYITA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,548,000",1
04/03/2012 12:00:00 AM,CESAR,AGUACHICA,Domingo,7:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,74,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"81,001,000",1
05/03/2012 12:00:00 AM,NARIÑO,IPIALES,Lunes,18:00,EL TOTORAL,URBANA,VIAS PUBLICAS,NO REPORTADO,VEHICULO,A PIE,18,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,TECNICO,COLOMBIA,"5,615,000",1
05/03/2012 12:00:00 AM,NARIÑO,IPIALES,Lunes,18:00,EL TOTORAL,URBANA,VIAS PUBLICAS,NO REPORTADO,CONDUCTOR MOTOCICLETA,VEHICULO,17,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"81,736,000",1
06/03/2012 12:00:00 AM,CAQUETÁ,VALPARAÍSO,Martes,19:00,-,RURAL,FINCAS Y SIMILARES,NO REPORTADO,VEHICULO,VEHICULO,16,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"68,001,000",1
11/03/2012 12:00:00 AM,NORTE DE SANTANDER,EL ZULIA,Domingo,0:10,VEREDA RANCHO GRANDE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,17,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"95,001,000",1
12/03/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,10:00,CONJUNTO RESIDENCIAL MANUEL MEJIA E-8,URBANA,INTERIOR VEHICULO PARTICULAR,NO REPORTADO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"81,001,000",1
12/03/2012 12:00:00 AM,NARIÑO,CÓRDOBA,Lunes,13:30,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,33,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,834,000",1
12/03/2012 12:00:00 AM,ARAUCA,TAME,Lunes,19:00,VEREDA SAPARAY,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,69,MASCULINO,CASADO,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"47,555,000",1
15/03/2012,NARIÑO,SANTACRUZ,Jueves,7:00,VEREDA ARRAYAN,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,CONDUCTOR MOTOCICLETA,49,FEMENINO,CASADO,EDUCADOR,LICENCIADO,SUPERIOR,COLOMBIA,"54,003,000",1
15/03/2012,CALDAS,MANIZALES (CT),Jueves,16:00,FATIMA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,0,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADO,COLOMBIA,"85,010,000",1
22/03/2012,META,PUERTO GAITÁN,Jueves,0:00,VEREDA YUCAO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,-,MASCULINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"44,035,000",1
22/03/2012,META,PUERTO GAITÁN,Jueves,0:00,VEREDA YUCAO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,VEHICULO,-,MASCULINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,NO REPORTADA,COLOMBIA,"18,001,000",1
22/03/2012,META,PUERTO GAITÁN,Jueves,0:00,VEREDA YUCAO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,-,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"52,835,000",1
23/03/2012,ANTIOQUIA,MEDELLÍN (CT),Viernes,16:20,GUAYABAL C-15,URBANA,VIAS PUBLICAS,NO REPORTADA,A PIE,A PIE,21,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"47,001,000",1
26/03/2012,TOLIMA,IBAGUÉ (CT),Lunes,9:00,TULIO VARON,URBANA,CASAS DE HABITACION,NO REPORTADA,NO REPORTADA,NO REPORTADA,19,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"41,001,000",1
26/03/2012,ATLÁNTICO,BARRANQUILLA (CT),Lunes,12:30,EL BOSQUE,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,0,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,807,000",1
26/03/2012,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,14:30,LA PERSEVERANCIA E-3,URBANA,FRENTE A COLEGIO NO REPORTADA VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,11,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"81,736,000",1
