FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA,CLASE DE SITIO,DELITO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,CODIGO DANE,2015
18/08/2015,META,VILLAVICENCIO (CT),Martes,7:00,SAN MARCOS,URBANA,ALMACENES,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
18/08/2015,NARIÑO,SAN ANDRES DE TUMACO,Martes,20:00,MODELO,URBANA,CASAS DE HABITACION,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"52,835,000",1
18/08/2015,NORTE DE SANTANDER,CÚCUTA (CT),Martes,16:45,BARRIO CENTRO,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"54,001,000",1
18/08/2015,SANTANDER,BUCARAMANGA (CT),Martes,0:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",2
18/08/2015,SANTANDER,BUCARAMANGA (CT),Martes,10:30,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
18/08/2015,VALLE,CALI (CT),Martes,0:00,LA ESPERANZA E11,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"76,001,000",1
18/08/2015,VALLE,CALI (CT),Martes,0:00,LAUREANO GOMEZ E15,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
18/08/2015,VALLE,CALI (CT),Martes,0:00,U.R. SANTIAGO DE CALI E19,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
18/08/2015,VALLE,CALI (CT),Martes,9:00,ALFONSO LOPEZ I E7,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
17/08/2015,ANTIOQUIA,LA CEJA,Lunes,6:00,PARQUE PRINCIPAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,376,000",1
17/08/2015,BOYACÁ,TUNJA (CT),Lunes,9:30,COLINAS DEL NORTE,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"15,001,000",1
17/08/2015,CAUCA,POPAYÁN (CT),Lunes,20:10,MODELO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"19,001,000",1
17/08/2015,CUNDINAMARCA,FACATATIVÁ,Lunes,19:42,CENTRO,URBANA,FRENTE A ALMACEN - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"25,269,000",1
17/08/2015,HUILA,NEIVA (CT),Lunes,10:20,MANZANARES,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
17/08/2015,HUILA,NEIVA (CT),Lunes,16:00,SAN PEDRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
17/08/2015,META,VILLAVICENCIO (CT),Lunes,8:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
17/08/2015,META,VILLAVICENCIO (CT),Lunes,11:30,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
17/08/2015,TOLIMA,ESPINAL,Lunes,9:50,CENTRO,URBANA,CENTRO COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,VEHICULO,A PIE,"73,268,000",1
17/08/2015,TOLIMA,MARIQUITA,Lunes,11:30,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,443,000",1
17/08/2015,VALLE,CALI (CT),Lunes,14:34,PANAMERICANO E10,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,NO REPORTADO,A PIE,"76,001,000",1
17/08/2015,VALLE,CALI (CT),Lunes,15:00,ALFONSO B. ARAGON E14,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
17/08/2015,VALLE,CALI (CT),Lunes,17:00,COMFENALCO E6,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
16/08/2015,ANTIOQUIA,LA CEJA,Domingo,10:40,PARQUE PRINCIPAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,376,000",1
16/08/2015,BOYACÁ,TUNJA (CT),Domingo,14:00,BARRIO MALDONADO,URBANA,"COLEGIOS, ESCUELAS",ARTÍCULO 269G. SUPLANTACIÓN DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"15,001,000",1
16/08/2015,CÓRDOBA,MONTERÍA (CT),Domingo,0:00,EL CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"23,001,000",1
16/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:00,ALOHA SUR E-8,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"11,001,000",1
16/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:20,LAS FLORES E-11,URBANA,CASAS DE HABITACION,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,CONDUCTOR TAXI,A PIE,"11,001,000",1
16/08/2015,META,VILLAVICENCIO (CT),Domingo,10:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
16/08/2015,SANTANDER,BARRANCABERMEJA,Domingo,11:59,ALTOS DEL CAMPESTRE,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,081,000",1
16/08/2015,SANTANDER,BUCARAMANGA (CT),Domingo,0:00,CHORRERAS DE DON JUAN,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"68,001,000",1
16/08/2015,TOLIMA,IBAGUÉ (CT),Domingo,0:00,CADIZ,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,001,000",1
16/08/2015,TOLIMA,IBAGUÉ (CT),Domingo,15:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,001,000",1
16/08/2015,VALLE,CALI (CT),Domingo,17:51,PRIMERO DE MAYO E17,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
15/08/2015,ANTIOQUIA,BELLO,Sábado,10:00,ZONA CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
15/08/2015,ANTIOQUIA,BELLO,Sábado,13:30,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,ARMA DE FUEGO,A PIE,A PIE,"5,088,000",1
15/08/2015,ANTIOQUIA,MEDELLÍN (CT),Sábado,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
15/08/2015,ANTIOQUIA,MEDELLÍN (CT),Sábado,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
15/08/2015,ATLÁNTICO,GALAPA,Sábado,20:30,VILLA OLIMPICA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,296,000",1
15/08/2015,BOYACÁ,TUNJA (CT),Sábado,8:30,BARRIO EL BOSQUE,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"15,001,000",1
15/08/2015,CALDAS,MANIZALES (CT),Sábado,0:00,SECTOR PLAZA 51,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"17,001,000",1
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",2
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,0:00,LAS VILLAS I SECTOR E-11,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:00,EL JARDÍN E-7,URBANA,CASAS DE HABITACION,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"11,001,000",1
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,15:00,LAS AMERICAS E-8,URBANA,CENTRO COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
12/08/2015 12:00:00 AM,META,VILLAVICENCIO (CT),Miércoles,0:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:00,FERROCAJA E-9,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
15/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:59,LAS VILLAS I SECTOR E-11,URBANA,APARTAMENTO EN CONJUNTO CERRADO,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
15/08/2015,HUILA,NEIVA (CT),Sábado,8:00,VILLA CAFE,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
15/08/2015,HUILA,PITALITO,Sábado,12:30,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,551,000",1
15/08/2015,META,SAN MARTÍN,Sábado,16:52,FUNDADORES,URBANA,BANCOS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,689,000",1
15/08/2015,META,VILLAVICENCIO (CT),Sábado,15:00,NUEVA GRANADA,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,001,000",1
15/08/2015,NARIÑO,PASTO (CT),Sábado,7:11,PALERMO,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"52,001,000",1
15/08/2015,QUINDÍO,ARMENIA (CT),Sábado,18:10,MERCEDES DEL NORTE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"63,001,000",1
15/08/2015,RISARALDA,DOSQUEBRADAS,Sábado,6:10,SAN NICOLAS,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,170,000",1
15/08/2015,RISARALDA,PEREIRA (CT),Sábado,8:00,EL DANUBIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
15/08/2015,RISARALDA,PEREIRA (CT),Sábado,11:00,CATALUÑA II,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
15/08/2015,TOLIMA,IBAGUÉ (CT),Sábado,0:00,MACARENA,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,001,000",1
15/08/2015,TOLIMA,IBAGUÉ (CT),Sábado,9:00,BALTAZAR,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"73,001,000",1
15/08/2015,TOLIMA,IBAGUÉ (CT),Sábado,9:00,MACARENA,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,NO REPORTADO,A PIE,A PIE,"73,001,000",1
15/08/2015,VALLE,CALI (CT),Sábado,0:00,TEJARES - CRISTALES E19,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
15/08/2015,VALLE,CALI (CT),Sábado,12:00,GRANADA E2,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
15/08/2015,VALLE,CANDELARIA,Sábado,16:00,CGTO SAN JOAQUIN (23-S-4-1),URBANA,VIAS PUBLICAS,ARTÍCULO 269G. SUPLANTACIÓN DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,130,000",1
15/08/2015,VALLE,LA UNIÓN,Sábado,9:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,400,000",1
14/08/2015,ANTIOQUIA,MEDELLÍN (CT),Viernes,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",2
14/08/2015,ANTIOQUIA,MEDELLÍN (CT),Viernes,0:00,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269J. TRANSFERENCIA NO CONSENTIDA DE ACTIVOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
14/08/2015,ANTIOQUIA,MEDELLÍN (CT),Viernes,12:50,LA AMERICA C-12,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
14/08/2015,ANTIOQUIA,MEDELLÍN (CT),Viernes,17:41,PARQUE NORTE C-4,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,001,000",1
14/08/2015,ANTIOQUIA,RIONEGRO,Viernes,17:00,MADEROS,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,615,000",1
14/08/2015,ATLÁNTICO,BARRANQUILLA (CT),Viernes,18:19,SAN VICENTE,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
14/08/2015,CAQUETÁ,FLORENCIA (CT),Viernes,0:00,VDA. VILLA DEL RIO,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"18,001,000",1
14/08/2015,CÓRDOBA,MONTERÍA (CT),Viernes,17:00,ALAMEDAS DEL SINU,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"23,001,000",1
14/08/2015,CÓRDOBA,MONTERÍA (CT),Viernes,17:00,EL CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"23,001,000",1
14/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,0:00,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
14/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:05,VERACRUZ E-3,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
14/08/2015,CUNDINAMARCA,SUESCA,Viernes,8:00,CENTRO,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"25,772,000",1
14/08/2015,HUILA,PITALITO,Viernes,16:00,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,551,000",1
14/08/2015,QUINDÍO,ARMENIA (CT),Viernes,0:00,MERCEDES DEL NORTE,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"63,001,000",5
14/08/2015,RISARALDA,PEREIRA (CT),Viernes,6:27,CENTRO (A) PEREIRA,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
14/08/2015,RISARALDA,PEREIRA (CT),Viernes,21:00,CORALES,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"66,001,000",1
14/08/2015,VALLE,CALI (CT),Viernes,12:00,MARROQUIN III E13,URBANA,DENTRO DE LA VIVIENDA,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
14/08/2015,VALLE,CALI (CT),Viernes,15:00,CIUDAD CAPRI E17,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
14/08/2015,VALLE,CALI (CT),Viernes,15:15,SAN JOAQUIN E17,URBANA,CENTRO COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
14/08/2015,VALLE,CALI (CT),Viernes,17:00,SAN FERNANDO VIEJO E19,URBANA,OFICINAS,ARTÍCULO 269G. SUPLANTACIÓN DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"76,001,000",1
14/08/2015,VALLE,CALI (CT),Viernes,19:00,PRADOS DEL NORTE E2,URBANA,LOCAL COMERCIAL,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"76,001,000",1
13/08/2015,ANTIOQUIA,BELLO,Jueves,0:00,VDA. HATOVIEJO,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"5,088,000",1
13/08/2015,ATLÁNTICO,BARRANQUILLA (CT),Jueves,12:44,LAS TORRES,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"8,001,000",1
13/08/2015,BOYACÁ,TUNJA (CT),Jueves,10:00,BARRIO LAS CALLEJAS,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"15,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,8:00,LAS MARGARITAS E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,13:30,BOSA CENTRO E-7,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,15:00,LAS AMERICAS E-8,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,NO REPORTADO,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,17:00,VILLA GLORIA E-19,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:30,ALCALÁ E-16,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,19:00,GALAN E-16,URBANA,VIAS PUBLICAS,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,20:32,BELLA SUIZA E-1,URBANA,VIAS PUBLICAS,ARTÍCULO 269A. ACCESO ABUSIVO A UN SISTEMA INFORMÁTICO,SIN EMPLEO DE ARMAS,A PIE,A PIE,"11,001,000",1
13/08/2015,CUNDINAMARCA,SIBATÉ,Jueves,0:00,VER.CHUSACA,URBANA,VIAS PUBLICAS,ARTÍCULO 269F. VIOLACIÓN DE DATOS PERSONALES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"25,740,000",1
13/08/2015,HUILA,NEIVA (CT),Jueves,22:00,EL PEDREGAL,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"41,001,000",1
13/08/2015,META,GRANADA,Jueves,18:13,CENTRO,URBANA,CAJERO AUTOMATICO,ARTÍCULO 269I. HURTO POR MEDIOS INFORMÁTICOS Y SEMEJANTES,SIN EMPLEO DE ARMAS,A PIE,A PIE,"50,313,000",1
