FECHA,DEPARTAMENTO,MUNICIPIO,DÍA,CLASE DE ARMA,PERMISO,ZONA,CLASE DE SITIO,CÓDIGO DANE,CANTIDAD
16/01/2015,CUNDINAMARCA,SOACHA,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"25,754,000",1
16/01/2015,CUNDINAMARCA,TABIO,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"25,785,000",1
16/01/2015,CUNDINAMARCA,VILLAPINZÓN,Viernes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,"25,873,000",1
16/01/2015,GUAJIRA,MAICAO,Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"44,430,000",1
16/01/2015,GUAVIARE,EL RETORNO,Viernes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,"95,025,000",1
16/01/2015,GUAVIARE,EL RETORNO,Viernes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,"95,025,000",1
16/01/2015,HUILA,NEIVA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,"41,001,000",1
16/01/2015,HUILA,NEIVA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,LOTE BALDIO,"41,001,000",1
16/01/2015,HUILA,PITALITO,Viernes,REVOLVER,SIN PERMISO,URBANA,CASAS DE HABITACION,"41,551,000",1
16/01/2015,META,ACACÍAS,Viernes,PISTOLA,SIN PERMISO,RURAL,VIAS PUBLICAS,"50,006,000",1
16/01/2015,META,CASTILLA LA NUEVA,Viernes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"50,150,000",1
16/01/2015,META,FUENTE DE ORO,Viernes,REVOLVER,CON PERMISO,RURAL,TRAMO DE VIA,"50,287,000",1
16/01/2015,META,GUAMAL,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"50,318,000",1
16/01/2015,META,PUERTO LÓPEZ,Viernes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"50,573,000",1
16/01/2015,META,VILLAVICENCIO (CT),Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"50,001,000",1
16/01/2015,META,VILLAVICENCIO (CT),Viernes,PISTOLA,CON PERMISO,URBANA,VIAS PUBLICAS,"50,001,000",1
16/01/2015,NARIÑO,CONSACA,Viernes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"52,207,000",1
16/01/2015,NARIÑO,PASTO (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,"52,001,000",1
16/01/2015,NARIÑO,SAMANIEGO,Viernes,PISTOLA,CON PERMISO,URBANA,CASAS DE HABITACION,"52,678,000",2
16/01/2015,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"54,001,000",1
16/01/2015,NORTE DE SANTANDER,SARDINATA,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,POTREROS,"54,720,000",3
16/01/2015,PUTUMAYO,PUERTO ASÍS,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"86,568,000",1
16/01/2015,QUINDÍO,ARMENIA (CT),Viernes,REVOLVER,CON PERMISO,URBANA,EMPRESA,"63,001,000",55
16/01/2015,QUINDÍO,SALENTO,Viernes,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"63,690,000",1
16/01/2015,RISARALDA,BALBOA,Viernes,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"66,075,000",1
16/01/2015,RISARALDA,PEREIRA (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,PARQUEADERO,"66,001,000",1
16/01/2015,SANTANDER,ENCINO,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,"68,264,000",1
16/01/2015,SANTANDER,MÁLAGA,Viernes,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"68,432,000",1
16/01/2015,SANTANDER,SIMACOTA,Viernes,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,"68,745,000",1
16/01/2015,SUCRE,OVEJAS,Viernes,REVOLVER,SIN PERMISO,URBANA,TRAMO DE VIA,"70,508,000",1
16/01/2015,TOLIMA,FRESNO,Viernes,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,"73,283,000",2
16/01/2015,VALLE,CALI (CT),Viernes,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"76,001,000",2
16/01/2015,VALLE,CALI (CT),Viernes,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"76,001,000",1
17/01/2015,ANTIOQUIA,CAICEDO,Sábado,REVOLVER,SIN PERMISO,RURAL,FINCAS Y SIMILARES,"5,125,000",1
17/01/2015,ANTIOQUIA,CAROLINA,Sábado,ESCOPETA,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,"5,150,000",1
17/01/2015,ANTIOQUIA,ITAGUI,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"5,360,000",1
17/01/2015,ANTIOQUIA,MEDELLÍN (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,INTERIOR VEHICULO SERVICIO PUBLICO,"5,001,000",1
17/01/2015,ANTIOQUIA,MEDELLÍN (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"5,001,000",2
17/01/2015,ANTIOQUIA,RIONEGRO,Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"5,615,000",1
17/01/2015,ANTIOQUIA,SONSON,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"5,756,000",1
17/01/2015,ATLÁNTICO,BARRANQUILLA (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"8,001,000",7
17/01/2015,ATLÁNTICO,BARRANQUILLA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"8,001,000",1
17/01/2015,BOLÍVAR,CARTAGENA (CT),Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"13,001,000",1
17/01/2015,BOLÍVAR,CARTAGENA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"13,001,000",5
17/01/2015,BOYACÁ,EL ESPINO,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"15,248,000",1
17/01/2015,BOYACÁ,RÁQUIRA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"15,600,000",1
17/01/2015,BOYACÁ,SABOYÁ,Sábado,REVOLVER,SIN PERMISO,RURAL,VIAS PUBLICAS,"15,632,000",1
17/01/2015,BOYACÁ,SUTAMARCHÁN,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"15,776,000",1
17/01/2015,BOYACÁ,TASCO,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"15,790,000",1
17/01/2015,BOYACÁ,TOTA,Sábado,ESCOPETA,SIN PERMISO,URBANA,VIAS PUBLICAS,"15,822,000",1
17/01/2015,CALDAS,MARQUETALIA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"17,444,000",1
17/01/2015,CALDAS,PALESTINA,Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"17,524,000",1
17/01/2015,CESAR,PAILITAS,Sábado,ESCOPETA,SIN PERMISO,RURAL,CARRETERA,"20,517,000",3
17/01/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,REVOLVER,CON PERMISO,URBANA,ALMACENES,"11,001,000",1
17/01/2015,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"11,001,000",5
17/01/2015,CUNDINAMARCA,SOACHA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,VIAS PUBLICAS,"25,754,000",1
17/01/2015,GUAJIRA,RIOHACHA (CT),Sábado,REVOLVER,CON PERMISO,URBANA,VIAS PUBLICAS,"44,001,000",1
17/01/2015,HUILA,NEIVA (CT),Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,LOTE BALDIO,"41,001,000",1
17/01/2015,HUILA,NEIVA (CT),Sábado,PISTOLA,SIN PERMISO,URBANA,VIAS PUBLICAS,"41,001,000",1
17/01/2015,HUILA,PITALITO,Sábado,ESCOPETA,SIN PERMISO,RURAL,PARQ NAL. NATURAL CUEVA DE LOS GUACHARON,"41,551,000",2
17/01/2015,HUILA,PITALITO,Sábado,ESCOPETA DE FISTO,SIN PERMISO,RURAL,PARQ NAL. NATURAL CUEVA DE LOS GUACHARON,"41,551,000",1
17/01/2015,MAGDALENA,SANTA MARTA (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"47,001,000",1
17/01/2015,MAGDALENA,SITIONUEVO,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"47,745,000",1
17/01/2015,META,PUERTO GAITÁN,Sábado,ESCOPETA,SIN PERMISO,RURAL,RIOS,"50,568,000",1
17/01/2015,NARIÑO,IPIALES,Sábado,REVOLVER,SIN PERMISO,URBANA,VIAS PUBLICAS,"52,356,000",1
17/01/2015,NARIÑO,PASTO (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,FRENTE A ALMACEN - VIA PUBLICA,"52,001,000",1
17/01/2015,NARIÑO,PASTO (CT),Sábado,REVOLVER,SIN PERMISO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,"52,001,000",1
17/01/2015,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,ESCOPETA,SIN PERMISO,RURAL,VIAS PUBLICAS,"54,001,000",1
17/01/2015,NORTE DE SANTANDER,PAMPLONITA,Sábado,ESCOPETA DE FISTO,SIN PERMISO,URBANA,INSTALACIONES DE LA POLICIA,"54,520,000",1
