FECHA,DEPARTAMENTO ,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS NACE,CLASE EMPLEADO,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2012
01/01/2012 12:00:00 AM,CAUCA,MERCADERES,Domingo,6:00,VDA CANGREJOS,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"19,450,000",1
01/01/2012 12:00:00 AM,CAUCA,MERCADERES,Domingo,16:00,EL PORVENIR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"19,450,000",1
01/01/2012 12:00:00 AM,CAUCA,POPAYÁN (CT),Domingo,10:25,ASENTAMIENTO LOS OLIVOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"19,001,000",1
01/01/2012 12:00:00 AM,CAUCA,POPAYÁN (CT),Domingo,10:25,ASENTAMIENTO LOS OLIVOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"19,001,000",1
01/01/2012 12:00:00 AM,CAUCA,TIMBIQUÍ,Domingo,10:30,BUENOS AIRES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,NO REPORTADO,41,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"19,809,000",1
01/01/2012 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Domingo,2:30,MINUTO DE DIOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,NO REPORTADO,NO REPORTADO,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"27,001,000",1
01/01/2012 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Domingo,2:50,MINUTO DE DIOS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"27,001,000",1
01/01/2012 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Domingo,1:43,PASTRANA BORRERO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,PRIMARIA,"23,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,1:40,LA AURORA I SECTOR E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,3:00,ISLA DEL SOL E-6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,4:00,DANUBIO AZUL E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,5:24,BARRANQUILLITA E-5,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,49,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,6:02,BRASILIA I SECTOR E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,8:41,DIANA TURBAY E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,14:53,PATIO BONITO I E-8,URBANA,CICLO RUTA,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,15:00,PALERMO SUR E-18,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,"11,001,000",1
01/01/2012 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,16:30,EL PARAÍSO E-19,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"11,001,000",1
01/01/2012 12:00:00 AM,GUAJIRA,MAICAO,Domingo,0:00,EL CARMEN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,"44,430,000",1
01/01/2012 12:00:00 AM,GUAJIRA,RIOHACHA (CT),Domingo,2:30,7 DE AGOSTO,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA,A PIE,A PIE,23,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,"44,001,000",1
01/01/2012 12:00:00 AM,HUILA,NEIVA (CT),Domingo,1:15,DARIO ECHANDIA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,"41,001,000",1
01/01/2012 12:00:00 AM,HUILA,PAICOL,Domingo,7:30,CENTRO,URBANA,PARQUES,ARMA BLANCA,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,"41,518,000",1
01/01/2012 12:00:00 AM,MAGDALENA,ZONA BANANERA,Domingo,3:20,-,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,40,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,"47,980,000",1
01/01/2012 12:00:00 AM,MAGDALENA,ZONA BANANERA,Domingo,11:20,-,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,39,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"47,980,000",1
01/01/2012 12:00:00 AM,META,CASTILLA LA NUEVA,Domingo,12:55,VEREDA SAN LORENZO,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,36,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,"50,150,000",1
01/01/2012 12:00:00 AM,META,LEJANÍAS,Domingo,13:30,MANANTIAL,URBANA,CASAS DE HABITACION,ARMA BLANCA,A PIE,A PIE,82,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADA,PRIMARIA,"50,400,000",1
01/01/2012 12:00:00 AM,META,MAPIRIPÁN,Domingo,23:55,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,50,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"50,325,000",1
01/01/2012 12:00:00 AM,META,VILLAVICENCIO (CT),Domingo,1:30,NVA COLOMBIA,URBANA,TIENDA,ARMA BLANCA,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"50,001,000",1
01/01/2012 12:00:00 AM,META,VILLAVICENCIO (CT),Domingo,4:30,CIUDAD PORFIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,NO REPORTA,COLOMBIA,INDEPENDIENTE,NO REPORTADO,NO REPORTADO,"50,001,000",1
01/01/2012 12:00:00 AM,NARIÑO,ANCUYÁ,Domingo,4:30,VEREDA EL ROSARIO,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"52,036,000",1
01/01/2012 12:00:00 AM,NARIÑO,OLAYA HERRERA,Domingo,16:30,COMERCIO,URBANA,VIAS PUBLICAS,GRANADA DE MANO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,POLICIA,SECUNDARIA,"52,490,000",1
01/01/2012 12:00:00 AM,NARIÑO,PASTO (CT),Domingo,5:13,CHAPAL,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,46,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,"52,001,000",1
01/01/2012 12:00:00 AM,NARIÑO,PASTO (CT),Domingo,13:45,SANTA BARBARA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"52,001,000",1
01/01/2012 12:00:00 AM,NARIÑO,PASTO (CT),Domingo,15:45,CUBIJAN BAJO,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"52,001,000",1
01/01/2012 12:00:00 AM,NARIÑO,PUPIALES,Domingo,3:30,VEREDA SAN ANTONIO,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,SECUNDARIA,"52,585,000",1
01/01/2012 12:00:00 AM,NARIÑO,SAN ANDRES DE TUMACO,Domingo,20:44,EL BAJITO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"52,835,000",1
01/01/2012 12:00:00 AM,NORTE DE SANTANDER,ABREGO,Domingo,9:30,BARRIO LA INMACULADA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"54,003,000",1
01/01/2012 12:00:00 AM,NORTE DE SANTANDER,ABREGO,Domingo,9:30,BARRIO LA INMACULADA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"54,003,000",1
01/01/2012 12:00:00 AM,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,18:50,BARRIO LATINO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,45,MASCULINO,NO REPORTA,COLOMBIA,DESEMPLEADO,NO REPORTADO,ANALFABETA,"54,001,000",1
01/01/2012 12:00:00 AM,NORTE DE SANTANDER,LA ESPERANZA,Domingo,4:30,CORREGIMIENTO LA PEDREGOSA,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"54,385,000",1
01/01/2012 12:00:00 AM,PUTUMAYO,PUERTO ASÍS,Domingo,15:00,VDA. PUERTO VEGA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,26,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"86,568,000",1
01/01/2012 12:00:00 AM,RISARALDA,BELÉN DE UMBRÍA,Domingo,5:00,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,39,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"66,088,000",1
01/01/2012 12:00:00 AM,RISARALDA,MARSELLA,Domingo,16:05,CENTRO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,45,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"66,440,000",1
01/01/2012 12:00:00 AM,RISARALDA,SANTUARIO,Domingo,20:30,VEREDA LA BRETAÑA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADA,PRIMARIA,"66,687,000",1
01/01/2012 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Domingo,6:20,TRANSICION I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"68,001,000",1
01/01/2012 12:00:00 AM,SANTANDER,PIEDECUESTA,Domingo,4:00,EDIMAR,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"68,547,000",1
01/01/2012 12:00:00 AM,TOLIMA,CHAPARRAL,Domingo,23:00,LAS BRISAS,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,NO REPORTADO,23,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"73,168,000",1
01/01/2012 12:00:00 AM,TOLIMA,COYAIMA,Domingo,3:00,VRDA. TOTARCO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,SECUNDARIA,"73,217,000",1
01/01/2012 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Domingo,4:30,PUEBLO NUEVO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,27,MASCULINO,SOLTERO,NO REPORTADO,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"73,001,000",1
01/01/2012 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Domingo,5:50,LA GAVIOTA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,NO REPORTADO,NO REPORTADO,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,"73,001,000",1
01/01/2012 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Domingo,7:15,JORDAN II ETAPA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADO,SECUNDARIA,"73,001,000",1
01/01/2012 12:00:00 AM,TOLIMA,ROVIRA,Domingo,5:00,LA CEIBA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,SECUNDARIA,"73,624,000",1
01/01/2012 12:00:00 AM,VALLE,BUENAVENTURA,Domingo,18:28,BELLAVISTA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,PRIMARIA,"76,109,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,3:00,ALFONSO B. ARAGON E14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,58,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"76,001,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,4:40,LAUREANO GOMEZ E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"76,001,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,5:00,EL RETIRO E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"76,001,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,5:12,SAN JUAN BOSCO E3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,PRIMARIA,"76,001,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,5:35,EL RODEO E12,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"76,001,000",1
01/01/2012 12:00:00 AM,VALLE,CALI (CT),Domingo,5:40,EL RETIRO E15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"76,001,000",1
