FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2011
24/04/2011,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,14:30,SECTOR EL TIERRERO,URBANA,TERMINAL DE TRANSPORTES,NO REPORTADO,A PIE,VEHICULO,27,FEMENINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
24/04/2011,NORTE DE SANTANDER,CÚCUTA (CT),Domingo,14:30,SECTOR EL TIERRERO,URBANA,TERMINAL DE TRANSPORTES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,37,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"19,698,000",1
25/04/2011,QUINDÍO,ARMENIA (CT),Lunes,3:00,EL SILENCIO,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,18,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,698,000",1
12/05/2011 12:00:00 AM,PUTUMAYO,MOCOA (CT),Jueves,16:00,JORGE ELIECER GAITAN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,VEHICULO,22,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"85,001,000",1
25/04/2011,PUTUMAYO,VALLE DEL GUAMUEZ,Lunes,10:00,VDA. LAS PALMERAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,25,MASCULINO,UNION LIBRE,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,698,000",1
27/04/2011,RISARALDA,PEREIRA (CT),Miércoles,20:37,VDA. CANCELES,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,VEHICULO,57,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"11,001,000",1
28/04/2011,CESAR,AGUACHICA,Jueves,1:00,-,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,CASADO,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"5,674,000",1
28/04/2011,TOLIMA,COYAIMA,Jueves,10:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,30,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,674,000",1
29/04/2011,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Viernes,14:00,INSPECCION DE CAMPO HERMOSO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,NO REPORTADA,NO REPORTADA,43,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"15,407,000",1
01/05/2011 12:00:00 AM,VALLE,PALMIRA,Domingo,21:50,MEJOR VIVIR,URBANA,DENTRO DE LA VIVIENDA,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,23,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"15,176,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"27,075,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA DE FUEGO,PASAJERO BUS,A PIE,48,FEMENINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,701,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,NO REPORTADO,A PIE,A PIE,34,FEMENINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"95,001,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,21,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,27,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"76,001,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,NO REPORTADO,CONDUCTOR TAXI,CONDUCTOR TAXI,31,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"11,001,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,20,FEMENINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"81,001,000",1
02/05/2011 12:00:00 AM,SANTANDER,GIRÓN,Lunes,8:00,PARQUE INDUSTRIAL,URBANA,OFICINAS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,46,FEMENINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"81,001,000",1
02/05/2011 12:00:00 AM,CALDAS,RISARALDA,Lunes,17:00,LA ESMERALDA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,47,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,COLOMBIA,"81,001,000",1
02/05/2011 12:00:00 AM,META,MESETAS,Lunes,9:40,VEREDA LOS NARANJOS,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,23,MASCULINO,SOLTERO,ESTUDIANTE,INGENIERO MECANICO,SUPERIOR,COLOMBIA,"86,571,000",1
02/05/2011 12:00:00 AM,CAQUETÁ,PUERTO RICO,Lunes,19:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,25,MASCULINO,UNION LIBRE,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"66,001,000",1
04/05/2011 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Miércoles,12:30,-,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,CONDUCTOR TAXI,19,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"5,360,000",1
05/05/2011 12:00:00 AM,VALLE,BUENAVENTURA,Jueves,11:00,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,20,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"11,001,000",1
06/05/2011 12:00:00 AM,CAUCA,TIMBIQUÍ,Viernes,19:00,-,RURAL,RIOS,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,61,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"81,736,000",1
10/05/2011 12:00:00 AM,NARIÑO,RICAURTE,Martes,22:45,LAS PALMAS,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,30,FEMENINO,CASADO,EMPLEADO PARTICULAR,TRABAJADOR SOCIAL,SUPERIOR,COLOMBIA,"81,736,000",1
10/05/2011 12:00:00 AM,NARIÑO,RICAURTE,Martes,22:45,LAS PALMAS,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,31,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"81,736,000",1
10/05/2011 12:00:00 AM,NARIÑO,RICAURTE,Martes,22:45,LAS PALMAS,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",NO REPORTADO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,ADMINISTRADOR DE EMPRESAS,SUPERIOR,COLOMBIA,"73,001,000",1
11/05/2011 12:00:00 AM,ANTIOQUIA,APARTADÓ,Miércoles,15:00,LA PAZ,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,0,MASCULINO,SOLTERO,NO REPORTA,NO REPORTADA,ANALFABETA,COLOMBIA,"66,001,000",1
15/05/2011,VALLE,TULUÁ,Domingo,16:00,Cgto Puerto Frazadas,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,41,MASCULINO,CASADO,EMPLEADO SALUD,ODONTOLOGO,SUPERIOR,COLOMBIA,"20,310,000",1
16/05/2011,ARAUCA,ARAUQUITA,Lunes,2:00,LAS PALMERAS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,BICICLETA,31,FEMENINO,SOLTERO,EDUCADOR,NO REPORTADA,SUPERIOR,COLOMBIA,"54,001,000",1
17/05/2011,CAQUETÁ,MILÁN,Martes,17:00,INSPOLICIA DE SAN ANTONIO DE GETUCHA,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,VEHICULO,21,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,001,000",1
18/05/2011,NARIÑO,TÚQUERRES,Miércoles,10:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,39,MASCULINO,CASADO,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"15,176,000",1
18/05/2011,VALLE,BUENAVENTURA,Miércoles,11:30,MURO YUSTI,URBANA,PUENTE,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"68,397,000",1
18/05/2011,HUILA,PALERMO,Miércoles,3:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,CONDUCTOR MOTOCICLETA,61,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
18/05/2011,HUILA,PALERMO,Miércoles,3:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,29,MASCULINO,CASADO,EMPLEADO PARTICULAR,INGENIERO AGRONOMO,SUPERIOR,COLOMBIA,"76,520,000",1
19/05/2011,ARAUCA,ARAUQUITA,Jueves,7:30,VEREDA EL TRONCAL,RURAL,FINCAS Y SIMILARES,NO REPORTADO,VEHICULO,VEHICULO,43,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"15,104,000",1
19/05/2011,CAQUETÁ,SOLITA,Jueves,17:00,VDA.  NUEVO RETIRO,RURAL,FINCAS Y SIMILARES,NO REPORTADA,NO REPORTADA,NO REPORTADA,7,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"81,001,000",1
19/05/2011,GUAJIRA,MAICAO,Jueves,17:15,EL CARMEN,URBANA,FRENTE A RESIDENCIAS NO REPORTADA VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,36,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
20/05/2011,ANTIOQUIA,MEDELLÍN (CT),Viernes,14:00,ARANJUEZ  C-4,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"66,001,000",1
20/05/2011,VALLE,CALI (CT),Viernes,20:00,DIAMANTE E13,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,31,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
21/05/2011,NARIÑO,NARIÑO,Sábado,12:30,EL CHORRILLO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,NO REPORTADA,NO REPORTADA,47,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,NO REPORTADA,COLOMBIA,"76,109,000",1
22/05/2011,CAQUETÁ,FLORENCIA (CT),Domingo,11:30,LA LIBERTAD,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,16,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"81,001,000",1
22/05/2011,CAQUETÁ,FLORENCIA (CT),Domingo,11:30,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,34,FEMENINO,SOLTERO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,001,000",1
23/05/2011,CALDAS,CHINCHINÁ,Lunes,12:00,LA ESPERANZA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"15,514,000",1
23/05/2011,NARIÑO,IPIALES,Lunes,7:15,-,URBANA,PUENTE,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,58,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"11,001,000",1
25/05/2011,VALLE,PRADERA,Miércoles,14:00,-,RURAL,FINCAS Y SIMILARES,NO REPORTADO,NO REPORTADA,NO REPORTADA,60,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"11,001,000",1
27/05/2011,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:30,SANTA LIBRADA E-5,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,1,FEMENINO,SOLTERO,DESEMPLEADO,NO REPORTADA,ANALFABETA,COLOMBIA,"86,885,000",1
27/05/2011,NARIÑO,ALBÁN,Viernes,7:40,VEREDA FATIMA,RURAL,FINCAS Y SIMILARES,NO REPORTADO,NO REPORTADA,VEHICULO,48,MASCULINO,UNION LIBRE,POLITICO,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,290,000",1
29/05/2011,NORTE DE SANTANDER,SALAZAR,Domingo,17:10,VEREDA LA LOMA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,57,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"54,206,000",1
30/05/2011,VALLE,CALI (CT),Lunes,11:15,EL INGENIO E17,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,PASAJERO TAXI,36,FEMENINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"44,001,000",1
31/05/2011,CÓRDOBA,MONTELÍBANO,Martes,16:20,EL MIRADOR,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,0,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADA,COLOMBIA,"18,001,000",1
31/05/2011,PUTUMAYO,VALLE DEL GUAMUEZ,Martes,8:00,VDA. LA Y,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,CONDUCTOR MOTOCICLETA,44,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,109,000",1
31/05/2011,PUTUMAYO,VALLE DEL GUAMUEZ,Martes,8:00,VDA. LA Y,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,CONDUCTOR MOTOCICLETA,28,FEMENINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"81,794,000",1
31/05/2011,ARAUCA,ARAUCA (CT),Martes,8:50,-,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,59,FEMENINO,CASADO,AMA DE CASA,NO REPORTADA,SECUNDARIA,COLOMBIA,"17,777,000",1
01/06/2011 12:00:00 AM,ARAUCA,ARAUCA (CT),Miércoles,7:00,-,URBANA,PERIMETRO URBANO,NO REPORTADO,A PIE,A PIE,58,FEMENINO,CASADO,AMA DE CASA,NO REPORTADA,PRIMARIA,COLOMBIA,"17,777,000",1
02/06/2011 12:00:00 AM,META,EL CASTILLO,Jueves,10:00,VEREDA CAÑO DULCE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR MOTOCICLETA,CONDUCTOR TAXI,48,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"76,001,000",1
02/06/2011 12:00:00 AM,META,EL CASTILLO,Jueves,10:00,VEREDA CAÑO DULCE,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,62,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"47,980,000",1
03/06/2011 12:00:00 AM,SANTANDER,BUCARAMANGA (CT),Viernes,15:45,CENTRO,URBANA,FRENTE A ALMACEN NO REPORTADA VIA PUBLICA,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"47,001,000",1
03/06/2011 12:00:00 AM,ANTIOQUIA,SANTA BÁRBARA,Viernes,19:00,-,RURAL,"HOTELES, RESIDENCIAS, Y SIMILARES.",ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,63,MASCULINO,CASADO,PENSIONADO,NO REPORTADA,SECUNDARIA,COLOMBIA,"44,430,000",1
04/06/2011 12:00:00 AM,TOLIMA,IBAGUÉ (CT),Sábado,8:47,EL SALADO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,13,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,099,000",1
04/06/2011 12:00:00 AM,GUAVIARE,EL RETORNO,Sábado,15:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,45,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"85,001,000",1
05/06/2011 12:00:00 AM,ANTIOQUIA,ENVIGADO,Domingo,21:10,ZUÑIGA,URBANA,VIAS PUBLICAS,NO REPORTADO,NO REPORTADA,VEHICULO,13,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"18,001,000",1
06/06/2011 12:00:00 AM,NARIÑO,LOS ANDES,Lunes,10:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,36,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"81,794,000",1
06/06/2011 12:00:00 AM,CAUCA,GUAPI,Lunes,12:00,VEREDA LIMONES,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,42,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"15,599,000",1
08/06/2011 12:00:00 AM,RISARALDA,PEREIRA (CT),Miércoles,23:00,VDA. LA BELLA,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,19,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"15,001,000",1
08/06/2011 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,13:10,VIA VDA. LOS POZOS,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,45,MASCULINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,CHINA,"76,122,000",1
08/06/2011 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,13:10,VIA VDA. LOS POZOS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,23,MASCULINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,CHINA,"44,090,000",1
08/06/2011 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,13:10,VIA VDA. LOS POZOS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,26,MASCULINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,CHINA,"76,001,000",1
08/06/2011 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Miércoles,13:10,VIA VDA. LOS POZOS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,35,MASCULINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,CHINA,"54,172,000",1
09/06/2011 12:00:00 AM,GUAJIRA,MAICAO,Jueves,18:45,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,55,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,172,000",1
09/06/2011 12:00:00 AM,VALLE,PRADERA,Jueves,17:00,CGTO POTRERILLO.,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,36,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADA,COLOMBIA,"54,172,000",1
10/06/2011 12:00:00 AM,BOYACÁ,PAJARITO,Viernes,1:30,VDA.HUERTA VIEJA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,47,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"54,001,000",1
10/06/2011 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Viernes,20:00,REBOLO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,VEHICULO,52,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"85,001,000",1
10/06/2011 12:00:00 AM,NARIÑO,PASTO (CT),Viernes,22:00,CATAMBUCO CENTRO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,NO REPORTADA,63,MASCULINO,SOLTERO,EDUCADOR,LICENCIADO,SUPERIOR,COLOMBIA,"20,517,000",1
12/06/2011 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Domingo,8:00,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,28,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,001,000",1
12/06/2011 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Domingo,10:00,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"44,001,000",1
12/06/2011 12:00:00 AM,VALLE,CALI (CT),Domingo,15:00,PASO DEL COMERCIO E6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,42,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,440,000",1
13/06/2011,ARAUCA,SARAVENA,Lunes,16:15,VEREDA TRES ESQUINAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,NO REPORTADA,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"85,440,000",1
14/06/2011,CALDAS,RIOSUCIO,Martes,15:00,SALIDA SUPIA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,67,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"85,440,000",1
16/06/2011,ANTIOQUIA,SONSON,Jueves,19:30,SAN FRANCISCO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,VEHICULO,31,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,001,000",1
16/06/2011,ANTIOQUIA,SONSON,Jueves,19:30,SAN FRANCISCO,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,VEHICULO,33,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,NO REPORTADA,COLOMBIA,"19,001,000",1
19/06/2011,META,SAN JUAN DE ARAMA,Domingo,10:00,VEREDA COSTA RICA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,CONDUCTOR TAXI,42,MASCULINO,UNION LIBRE,POLITICO,MEDICO,SUPERIOR,COLOMBIA,"11,001,000",1
19/06/2011,NARIÑO,MALLAMA,Domingo,10:30,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,58,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"41,524,000",1
20/06/2011,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,18:00,LA ESMERALDA E-13,URBANA,ESTACIONES DE SERVICIO,NO REPORTADO,VEHICULO,NO REPORTADA,36,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,TECNICO,COLOMBIA,"20,710,000",1
24/06/2011,VALLE,CALI (CT),Viernes,14:00,-,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,CONDUCTOR TAXI,15,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"11,001,000",1
25/06/2011,PUTUMAYO,VALLE DEL GUAMUEZ,Sábado,11:30,VDA. LAS DELICIAS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,A PIE,74,MASCULINO,CASADO,DESEMPLEADO,NO REPORTADA,NO REPORTADA,COLOMBIA,"15,759,000",1
30/06/2011,PUTUMAYO,PUERTO ASÍS,Jueves,13:20,VDA. SANTA MARIA,RURAL,FINCAS Y SIMILARES,NO REPORTADO,A PIE,A PIE,28,FEMENINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"81,736,000",1
