FECHA,DEPARTAMENTO ,MUNICIPIO,DIA ,HORA,BARRIO,ZONA,CLASE SITIO,ARMA EMPLEADA,MOVIL AGRESOR,MOVIL VICTIMA,EDAD,SEXO,ESTADO CIVIL,PAIS NACE,CLASE EMPLEADO,PROFESIONES,ESCOLARIDAD,CODIGO DANE,2013
01/01/2013 12:00:00 AM,BOYACÁ,SOGAMOSO,Martes,5:00,MANANTIAL,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,40,MASCULINO,CASADO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,"15,759,000",1
01/01/2013 12:00:00 AM,CALDAS,MANIZALES (CT),Martes,6:00,ARCOLINDA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADA,ANALFABETA,"17,001,000",1
01/01/2013 12:00:00 AM,CALDAS,MANIZALES (CT),Martes,12:10,SAN SEBASTIAN,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADA,SECUNDARIA,"17,001,000",1
01/01/2013 12:00:00 AM,CAQUETÁ,SOLITA,Martes,18:30,CENTRO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,29,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"18,785,000",1
01/01/2013 12:00:00 AM,CASANARE,HATO COROZAL,Martes,1:30,CENTRAL DE HATO COROZAL,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"85,125,000",1
01/01/2013 12:00:00 AM,CAUCA,JAMBALÓ,Martes,0:00,Vda Paletón,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"19,364,000",1
01/01/2013 12:00:00 AM,CAUCA,MERCADERES,Martes,0:00,VDA LA RECTA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"19,450,000",1
01/01/2013 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,0:05,BELLO HORIZONTE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"19,001,000",1
01/01/2013 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,5:00,SANTIAGO DE CALI,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"19,001,000",1
01/01/2013 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,9:30,SAMUEL SILVERIO BUITRAGO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"19,001,000",1
01/01/2013 12:00:00 AM,CAUCA,POPAYÁN (CT),Martes,18:10,LA ESMERALDA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"19,001,000",1
01/01/2013 12:00:00 AM,CAUCA,SUCRE,Martes,9:50,VDA LOS ALPES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,SECUNDARIA,"19,785,000",1
01/01/2013 12:00:00 AM,CESAR,VALLEDUPAR (CT),Martes,19:20,TOBIAS DAZA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,CASADO,COLOMBIA,PENSIONADO,NO REPORTADO,SECUNDARIA,"20,001,000",1
01/01/2013 12:00:00 AM,CHOCÓ,SAN JOSÉ DEL PALMAR,Martes,11:40,CGTO LA ITALIA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADA,PRIMARIA,"27,660,000",1
01/01/2013 12:00:00 AM,CÓRDOBA,SAHAGÚN,Martes,1:40,VEREDA LOS MANGUITOS,RURAL,FINCAS Y SIMILARES,ARMA BLANCA,A PIE,A PIE,26,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,NO REPORTADO,PRIMARIA,"23,660,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,2:08,SAN BERNARDO E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:30,GUACAMAYAS I-II E-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:47,SAN ANTONIO E-7,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,5:58,EL PORVENIR E-7,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,7:05,EL AMPARO E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,9:47,ALTO DE LA CRUZ E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,11:45,LAS CRUCES E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,17:02,GIRARDOT E-3,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,22:22,SANTA FE E-14,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,39,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"11,001,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,1:30,SAN MATEO,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,24,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO POLICIAL,POLICIA,TECNICO,"25,754,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,4:30,LOS CRISTALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"25,754,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,4:30,LOS CRISTALES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"25,754,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,6:15,LA FLORIDA I,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO,SECUNDARIA,"25,754,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,12:30,LA FLORIDA I,URBANA,TIENDA,ARMA BLANCA,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"25,754,000",1
01/01/2013 12:00:00 AM,CUNDINAMARCA,SOACHA,Martes,15:45,TERRANOVA,URBANA,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,34,MASCULINO,SEPARADO,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"25,754,000",1
01/01/2013 12:00:00 AM,GUAJIRA,MAICAO,Martes,17:26,LOS OLIVOS,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,NO REPORTADO,SECUNDARIA,"44,430,000",1
01/01/2013 12:00:00 AM,HUILA,NEIVA (CT),Martes,10:00,PANORAMA ETAPA I,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,NO REPORTADO,PRIMARIA,"41,001,000",1
01/01/2013 12:00:00 AM,HUILA,SAN AGUSTÍN,Martes,6:25,ULLUMBE,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"41,668,000",1
01/01/2013 12:00:00 AM,HUILA,SUAZA,Martes,0:30,VEREDA EL VERGEL,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"41,770,000",1
01/01/2013 12:00:00 AM,HUILA,SUAZA,Martes,0:30,VEREDA EL VERGEL,RURAL,VIAS PUBLICAS,ARMA BLANCA,A PIE,A PIE,30,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,NO REPORTADO,PRIMARIA,"41,770,000",1
01/01/2013 12:00:00 AM,HUILA,TARQUI,Martes,3:15,VEREDA RICA BRISA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,NO REPORTADO,SECUNDARIA,"41,791,000",1
