FECHA,DEPARTAMENTO,MUNICIPIO,DIA,HORA,BARRIO,ZONA ,CLASE DE SITIO ,ARMA O MEDIO,MOVIL VICTIMA ,MOVIL AGRESOR ,EDAD ,GENERO ,ESTADO CIVIL,CLASE EMPLEADO,PROFESION,ESCOLARIDAD,PAIS NACE,CODIGO DANE ,2010
21/01/2010,ANTIOQUIA,MEDELLÍN (CT),Jueves,16:00,CAMPO VALDES 1  C-4,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,VEHICULO,17,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"23,001,000",1
21/01/2010,CASANARE,TÁMARA,Jueves,21:00,-,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,52,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,834,000",1
22/01/2010,BOYACÁ,SOGAMOSO,Viernes,21:45,VDA. EL CERRITO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"17,873,000",1
23/01/2010,ARAUCA,SARAVENA,Sábado,6:40,RANCHO PILON,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,250,000",1
23/01/2010,NARIÑO,PUPIALES,Sábado,18:30,VDA EL COMUN,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,15,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,250,000",1
28/01/2010,ANTIOQUIA,SAN LUIS,Jueves,20:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,63,FEMENINO,VIUDO,AMA DE CASA,NO REPORTADA,NO REPORTADA,COLOMBIA,"25,040,000",1
29/01/2010,SANTANDER,BUCARAMANGA (CT),Viernes,11:00,VDA. LOS SANTOS,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,NO REPORTA,GANADERO,NO REPORTADA,NO REPORTADO,COLOMBIA,"54,250,000",1
29/01/2010,SANTANDER,BUCARAMANGA (CT),Viernes,11:00,VDA. LOS SANTOS,RURAL,CARRETERA,ARMAS BLANCAS,A PIE,A PIE,27,MASCULINO,SOLTERO,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,001,000",1
04/02/2010 12:00:00 AM,CAUCA,EL TAMBO,Jueves,19:40,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,29,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,NO REPORTADA,COLOMBIA,"76,001,000",1
08/02/2010 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,4:40,VEREDA EL ROSARIO,RURAL,"COLEGIOS, ESCUELAS",ARMA DE FUEGO,A PIE,A PIE,42,FEMENINO,CASADO,EDUCADOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"54,001,000",1
11/02/2010 12:00:00 AM,ANTIOQUIA,OLAYA,Jueves,14:20,-,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,PASAJERO TAXI,CONDUCTOR TAXI,17,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADO,COLOMBIA,"11,001,000",1
15/02/2010,CAUCA,POPAYÁN (CT),Lunes,12:30,LA CONQUISTA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,VEHICULO,VEHICULO,5,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,ANALFABETA,NO REPORTADA,"5,360,000",1
15/02/2010,TOLIMA,MURILLO,Lunes,17:00,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,VEHICULO,81,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,ANALFABETA,COLOMBIA,"54,720,000",1
18/02/2010,MAGDALENA,SANTA MARTA (CT),Jueves,15:30,LUIS R. K.,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,CONDUCTOR TAXI,10,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"76,109,000",1
18/02/2010,BOLÍVAR,MONTECRISTO,Jueves,7:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,67,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"54,498,000",1
18/02/2010,VALLE,YUMBO,Jueves,10:00,INDUSTRIAL E8,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,VEHICULO,CONDUCTOR MOTOCICLETA,36,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,CONTADOR PUBLICO,SUPERIOR,COLOMBIA,"85,001,000",1
18/02/2010,CESAR,CURUMANÍ,Jueves,19:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,60,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"66,572,000",1
18/02/2010,CESAR,CURUMANÍ,Jueves,19:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,51,FEMENINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"66,572,000",1
18/02/2010,CUNDINAMARCA,FUSAGASUGÁ,Jueves,23:30,BALMORAL,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,VEHICULO,A PIE,35,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,SUPERIOR,COLOMBIA,"66,572,000",1
19/02/2010,ARAUCA,ARAUQUITA,Viernes,15:00,SAN MARTIN,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,VEHICULO,CONDUCTOR MOTOCICLETA,38,MASCULINO,CASADO,EMPLEADO PUBLICO,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,001,000",1
22/02/2010,VALLE,CALI (CT),Lunes,1:38,EL LIDO E19,URBANA,APARTAMENTO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,29,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,SUPERIOR,ESTADOS UNIDOS,"5,837,000",1
22/02/2010,CASANARE,HATO COROZAL,Lunes,11:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,A PIE,54,MASCULINO,SEPARADO,GANADERO,NO REPORTADA,PRIMARIA,NO REPORTADA,"19,001,000",1
25/02/2010,SANTANDER,BOLÍVAR,Jueves,5:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,13,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,NO REPORTADA,"5,887,000",1
26/02/2010,ARAUCA,SARAVENA,Viernes,22:30,CENTRO,URBANA,ESTADERO,ARMA DE FUEGO,VEHICULO,A PIE,44,MASCULINO,CASADO,EMPLEADO PARTICULAR,TECNOLOGO,SUPERIOR,COLOMBIA,"25,394,000",1
28/02/2010,ARAUCA,FORTUL,Domingo,18:30,-,URBANA,NO DEFINIDO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,70,MASCULINO,NO REPORTA,GANADERO,NO REPORTADA,NO REPORTADO,COLOMBIA,"76,001,000",1
03/03/2010 12:00:00 AM,CAQUETÁ,SAN JOSÉ DEL FRAGUA,Miércoles,21:00,VDA.  LUNA,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR TAXI,A PIE,78,MASCULINO,UNION LIBRE,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"17,001,000",1
04/03/2010 12:00:00 AM,ANTIOQUIA,BELLO,Jueves,5:30,VDA. SAN FELIX,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,SOLTERO,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,088,000",1
05/03/2010 12:00:00 AM,NORTE DE SANTANDER,CHITAGÁ,Viernes,9:00,CORREGIMIENTO PRESIDENTE,URBANA,VEHICULO,ARMA DE FUEGO,A PIE,A PIE,44,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"11,001,000",1
05/03/2010 12:00:00 AM,CUNDINAMARCA,FUSAGASUGÁ,Viernes,10:30,CENTRO,URBANA,ESTACIONES DE SERVICIO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,52,MASCULINO,UNION LIBRE,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"52,835,000",1
06/03/2010 12:00:00 AM,CAUCA,CALDONO,Sábado,23:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,80,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SUPERIOR,COLOMBIA,"5,360,000",1
07/03/2010 12:00:00 AM,META,PUERTO LLERAS,Domingo,20:00,VEREDA CAÑO RAYADO,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,47,MASCULINO,UNION LIBRE,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"52,835,000",1
08/03/2010 12:00:00 AM,ANTIOQUIA,FRONTINO,Lunes,9:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,VEHICULO,CONDUCTOR MOTOCICLETA,48,MASCULINO,CASADO,GANADERO,NO REPORTADA,NO REPORTADO,NO REPORTADA,"54,520,000",1
12/03/2010 12:00:00 AM,ARAUCA,SARAVENA,Viernes,17:30,VEREDA PUERTO NARIÑO,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,VEHICULO,48,MASCULINO,UNION LIBRE,POLITICO,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
12/03/2010 12:00:00 AM,ARAUCA,SARAVENA,Viernes,17:30,VEREDA PUERTO NARIÑO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,42,MASCULINO,SEPARADO,POLITICO,ABOGADO,SUPERIOR,NO REPORTADA,"54,001,000",1
12/03/2010 12:00:00 AM,ARAUCA,SARAVENA,Viernes,17:30,VEREDA PUERTO NARIÑO,RURAL,VEHICULO,ARMA DE FUEGO,A PIE,VEHICULO,46,MASCULINO,CASADO,POLITICO,ABOGADO,SUPERIOR,COLOMBIA,"20,614,000",1
13/03/2010,VALLE,CALI (CT),Sábado,11:40,MANZANARES E4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,A PIE,38,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SUPERIOR,NO REPORTADA,"19,760,000",1
17/03/2010,RISARALDA,DOSQUEBRADAS,Miércoles,17:50,LA SULTANA,URBANA,CANCHA DE FUTBOL,ARMA DE FUEGO,VEHICULO,A PIE,19,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"19,760,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,A PIE,30,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,NO REPORTADA,"19,760,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,21,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,NO REPORTADA,"20,013,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"81,065,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR MOTOCICLETA,VEHICULO,50,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,NO REPORTADA,"66,170,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,NO REPORTADA,"68,575,000",1
19/03/2010,ARAUCA,ARAUQUITA,Viernes,12:30,VEREDA PANAMA DE ARAUCA,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SEPARADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,109,000",1
19/03/2010,VALLE,CALI (CT),Viernes,10:20,SANTO DOMINGO E10,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,49,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"11,001,000",1
20/03/2010,NARIÑO,PASTO (CT),Sábado,16:30,FATIMA,URBANA,NO DEFINIDO,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,51,MASCULINO,SEPARADO,INDEPENDIENTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,899,000",1
20/03/2010,NARIÑO,PASTO (CT),Sábado,16:30,FATIMA,URBANA,NO DEFINIDO,ARMA DE FUEGO,A PIE,VEHICULO,26,MASCULINO,NO REPORTA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"86,320,000",1
23/03/2010,VALLE,CANDELARIA,Martes,17:00,CGTO VILLAGORGONA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,68,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,JAPON,"5,001,000",1
24/03/2010,ANTIOQUIA,SEGOVIA,Miércoles,19:00,EL CHISPERO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,13,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADO,NO REPORTADA,"76,109,000",1
25/03/2010,CESAR,AGUACHICA,Jueves,9:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR MOTOCICLETA,24,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADA,PRIMARIA,NO REPORTADA,"5,001,000",1
26/03/2010,ANTIOQUIA,ENVIGADO,Viernes,16:30,-,URBANA,ALMACENES,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,39,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,PRIMARIA,COLOMBIA,"5,001,000",1
26/03/2010,ANTIOQUIA,MEDELLÍN (CT),Viernes,23:50,PAJARITO C-7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,29,MASCULINO,NO REPORTA,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,COLOMBIA,"52,835,000",1
27/03/2010,CAUCA,EL TAMBO,Sábado,17:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,70,MASCULINO,SOLTERO,COMERCIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"52,835,000",1
29/03/2010,CASANARE,TAURAMENA,Lunes,15:30,RAIZAL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,CONDUCTOR MOTOCICLETA,A PIE,16,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADO,NO REPORTADA,"81,794,000",1
29/03/2010,ANTIOQUIA,PUERTO BERRÍO,Lunes,16:00,GUACIMAL,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,26,MASCULINO,SOLTERO,GANADERO,NO REPORTADA,NO REPORTADA,COLOMBIA,"54,001,000",1
29/03/2010,CASANARE,NUNCHÍA,Lunes,20:30,-,URBANA,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,UNION LIBRE,INDEPENDIENTE,MEDICO VETERINARIO,SUPERIOR,COLOMBIA,"13,001,000",1
30/03/2010,NORTE DE SANTANDER,CÚCUTA (CT),Martes,9:00,BARRIO PALMERAS,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,53,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,COLOMBIA,"76,001,000",1
30/03/2010,CASANARE,OROCUÉ,Martes,21:00,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,56,MASCULINO,CASADO,GANADERO,NO REPORTADA,SECUNDARIA,COLOMBIA,"25,053,000",1
07/04/2010 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Miércoles,10:30,LA PALMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,VEHICULO,VEHICULO,15,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"8,001,000",1
07/04/2010 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Miércoles,10:30,LA PALMA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,VEHICULO,3,MASCULINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADA,NO REPORTADA,"5,001,000",1
07/04/2010 12:00:00 AM,NORTE DE SANTANDER,TOLEDO,Miércoles,12:00,-,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,45,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,TECNOLOGO,VENEZUELA,"76,147,000",1
07/04/2010 12:00:00 AM,PUTUMAYO,PUERTO GUZMÁN,Miércoles,14:40,-,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,VEHICULO,45,MASCULINO,CASADO,EMPLEADO PARTICULAR,TECNOLOGO OBRAS CIVILES,TECNOLOGO,COLOMBIA,"5,001,000",1
08/04/2010 12:00:00 AM,CHOCÓ,TADÓ,Jueves,12:00,-,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,59,FEMENINO,UNION LIBRE,EMPLEADO PARTICULAR,ABOGADO,SUPERIOR,COLOMBIA,"15,238,000",1
13/04/2010,MAGDALENA,CHIBOLO,Martes,6:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR TAXI,35,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"52,540,000",1
13/04/2010,MAGDALENA,CHIBOLO,Martes,6:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,CASADO,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"76,109,000",1
13/04/2010,MAGDALENA,CHIBOLO,Martes,6:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,25,MASCULINO,CASADO,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
13/04/2010,MAGDALENA,CHIBOLO,Martes,6:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,22,FEMENINO,UNION LIBRE,AMA DE CASA,NO REPORTADA,NO REPORTADO,NO REPORTADA,"66,001,000",1
14/04/2010,VALLE,SAN PEDRO,Miércoles,13:55,AVENIDA LA PLANTA,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,VEHICULO,27,FEMENINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADA,COLOMBIA,"66,001,000",1
15/04/2010,RISARALDA,PEREIRA (CT),Jueves,9:30,LOS ANDES,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,VEHICULO,21,MASCULINO,UNION LIBRE,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,COLOMBIA,"66,001,000",1
16/04/2010,CASANARE,AGUAZUL,Viernes,18:00,CARLOS PIZARRO,URBANA,APARTAMENTO,ARMA DE FUEGO,A PIE,VEHICULO,17,MASCULINO,SOLTERO,ESTUDIANTE,NO REPORTADA,SECUNDARIA,COLOMBIA,"66,001,000",1
17/04/2010,ARAUCA,TAME,Sábado,14:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,23,MASCULINO,SOLTERO,EMPLEADO PARTICULAR,NO REPORTADA,TECNOLOGO,COLOMBIA,"66,001,000",1
17/04/2010,CAUCA,LA VEGA,Sábado,6:30,C/MIENTO ALTAMIRA,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,VEHICULO,56,MASCULINO,CASADO,COMERCIANTE,NO REPORTADA,NO REPORTADA,NO REPORTADA,"66,001,000",1
18/04/2010,ARAUCA,ARAUQUITA,Domingo,16:30,VEREDA LA ESMERALDA,RURAL,PARQUES,ARMA DE FUEGO,A PIE,VEHICULO,14,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADO,NO REPORTADA,"5,001,000",1
18/04/2010,ARAUCA,ARAUQUITA,Domingo,16:30,VEREDA LA ESMERALDA,RURAL,PARQUES,NO REPORTADA,A PIE,A PIE,31,FEMENINO,UNION LIBRE,EMPLEADO PUBLICO,NO REPORTADA,NO REPORTADO,COLOMBIA,"11,001,000",1
18/04/2010,PUTUMAYO,VILLAGARZÓN,Domingo,19:30,-,URBANA,CARRETERA,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,AGRICULTOR,NO REPORTADA,PRIMARIA,COLOMBIA,"19,256,000",1
19/04/2010,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,20:00,INGLES E-18,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,VEHICULO,VEHICULO,4,MASCULINO,SOLTERO,NO REPORTA,NO REPORTADA,NO REPORTADA,NO REPORTADA,"54,498,000",1
20/04/2010,ANTIOQUIA,TARAZÁ,Martes,21:00,-,RURAL,TERMINAL DE TRANSPORTES,ARMA DE FUEGO,A PIE,A PIE,4,FEMENINO,SOLTERO,ESTUDIANTE,NO REPORTADA,NO REPORTADA,COLOMBIA,"5,001,000",1
21/04/2010,CASANARE,TAURAMENA,Miércoles,12:00,-,URBANA,NO DEFINIDO,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,CASADO,GANADERO,NO REPORTADA,PRIMARIA,COLOMBIA,"5,001,000",1
22/04/2010,SUCRE,SAN ONOFRE,Jueves,7:00,-,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,65,MASCULINO,UNION LIBRE,AGRICULTOR,NO REPORTADA,SECUNDARIA,COLOMBIA,"5,001,000",1
